# PEJVO層に残る未割当の生物名語根 = 384件
# 列: 語根 / 分野 / F(出現語数) / 代表語釈 / 出現語(最大6)
mahoni	【植】	F=1	【植】ヒイラギナンテン	mahoni/o
majoran	【植】	F=1	【植】マヨラナ（種）,マージョラム,ハナハッカ（花薄荷）	majoran/o
mandragor	【植】	F=1	【植】マンドラゴラ（属）;マンドラゴラの根	mandragor/o
melampir	【植】	F=1	【植】ママコナ（属）	melampir/o
meli	【植】	F=1	【植】センダン	meli/o
melilot	【植】	F=1	【植】シナガワハギ（属）（品川萩）	melilot/o
merkurial	【植】	F=1	【植】ヤマアイ（属）（山藍）	merkurial/o
miozot	【植】	F=1	{Ｏ}【植】ワスレナグサ（勿忘草）（属）,=neforgesumino	miozot/o
mirh	【植】	F=1	{Ｏ}【植】ミルラ（芳香性の樹脂）,没薬（もつやく）	mirh/o
mirid	【植】	F=1	【植】ミルリス（属）,スイートシスリー（セリ科の香草）	mirid/o
miskant	【植】	F=1	《Ｎ》【植】ススキ（薄）（plurjara herbo，genro _Miscanthus_ el poacoj）	miskant/o
neri	【植】	F=1	【植】キョウチクトウ（夾竹桃）（属）,>>oleandro	neri/o
nigel	【植】	F=1	【植】クロタネソウ（属）,ニゲラ	nigel/o
nikotian	【植】	F=1	【植】タバコ（属）,>>tabako	nikotian/o
nufar	【植】	F=1	【植】コウホネ（河骨）（属）	nufar/o
oksalid	【植】	F=1	【植】カタバミ（属）,オキザリス	oksalid/o
oksikok	【植】	F=1	{Ｏ}【植】ツルコケモモ（蔓苔桃）（種）	oksikok/o
oleandr	【植】	F=1	{Ｏ}【植】セイヨウキョウチクトウ（西洋夾竹桃）（種）,>>nerio	oleandr/o
oleastr	【植】	F=1	【植】ホソバグミ（グミ属の落葉高木）,>>eleagno	oleastr/o
onobrik	【植】	F=1	{Ｏ}【植】イガマメ（属）;イガマメ（種）（飼料用）	onobrik/o
osmant	【植】	F=1	《Ｎ》【植】モクセイ（木犀）（属）（_Osmanthus_）	osmant/o
osmund	【植】	F=1	【植】ゼンマイ（属）,オスマンダ,=reg^ofiliko	osmund/o
pac^ul	【植】	F=1	{Ｏ}【植】パチョリ（種）;パチョリ（香料）	pac^ul/o
padus	【植】	F=1	【植】エゾノウワミズザクラ,=grapolc^erizujo	padus/o
pastinak	【植】	F=1	{Ｏ}【植】アメリカボウフウ（属）,パースニップ	pastinak/o
patrini	【植】	F=1	【植】オミナエシ（女郎花）（属）	patrini/o
pelargoni	【植】	F=1	【植】テンジクアオイ（属）;【園】ゼラニウム	pelargoni/o
perikarp	【植】	F=1	【植】果皮,>>s^elo	perikarp/o
platikodon	【植】	F=1	《Ｎ》【植】キキョウ（桔梗）（属，_Platycodon_）	platikodon/o
primol	【植】	F=1	{Ｏ}【植】サクラソウ（桜草）（属）;【園】プリムラ	primol/o
pteridi	【植】	F=1	《Ｎ》【植】ワラビ（蕨）（属，_Pteridium_）,=aglofiliko	pteridi/o
rezed	【植】	F=1	{Ｏ}【植】モクセイソウ（木犀草）（属）	rezed/o
rododendr	【植】	F=1	【植】ツツジ（躑躅）（属，シャクナゲ・サツキを含む）,>>azaleo	rododendr/o
rotang	【植】	F=1	【植】トウ	rotang/o
s^enopraz	【植】	F=1	{Ｏ}【植】チャイブ（種）;アサツキ（浅葱）（変種）	s^enopraz/o
saksifrag	【植】	F=1	【植】ユキノシタ（雪下）（属）	saksifrag/o
salikari	【植】	F=1	【植】エゾミソハギ（蝦夷禊萩）（種）	salikari/o
santolin	【植】	F=1	【植】サントリナ,ワタスギギク（属）	santolin/o
