# PEJVO層に残る未割当の生物名語根 = 384件
# 列: 語根 / 分野 / F(出現語数) / 代表語釈 / 出現語(最大6)
lagri	【虫】	F=1	【虫】ハムシダマシ	lagri/o
lepidopter	【虫】	F=1	【虫】鱗翅類（りんしるい）,>>papilioj	lepidopter/oj
lepism	【虫】	F=1	【虫】シミ（衣魚）（の類）	lepism/o
melolont	【虫】	F=1	【虫】コフキコガネ（属）（粉吹金亀子）,=majskarabo	melolont/o
mirmeleon	【虫】	F=1	【虫】ウスバカゲロウ（薄翅蜻蛉）（属）,>>formikleono	mirmeleon/o
nervur	【虫】	F=1	【虫】翅脈（しみゃく）;【植】葉脈;【建】リブ,肋材（ろくざい）,格縁（ごうぶち）	nervur/o
pentatom	【虫】	F=1	【虫】カメムシ（亀虫）（科の総称）	pentatom/o
sirfed	【虫】	F=1	《Ｎ》【虫】ハナアブ科（_Syrphidae_）,=flormus^o	sirfed/oj
komisur	【解】	F=1	【解】交連;【植】（心皮などの）接合面	komisur/o
mandibl	【解】	F=1	【解】下あご,下顎骨（かがくこつ）;【虫】大顎（おおあご）	mandibl/o
parenkim	【解】	F=1	【解】（臓器・組織の）実質;【植】柔組織	parenkim/o
patel	【解】	F=1	【解】膝蓋骨,ひざがしら;【貝】カサガイ（笠貝）の類	patel/o
lima	【貝】	F=1	【貝】ミノガイ（属）（蓑貝）	lima/o
litorin	【貝】	F=1	【貝】タマキビガイ（属）（玉黍貝）	litorin/o
ekvil	【魚】	F=1	【魚】=sablofis^o（イカナゴ）	ekvil/o
fles	【魚】	F=1	【魚】ニシカワガレイ（ヌマガレイの一種）	fles/o
gurnard	【魚】	F=1	【魚】ホウボウ,カナガシラ（などの総称）	gurnard/o
huz	【魚】	F=1	{Ｏ}【魚】シロチョウザメ,ベルーガ	huz/o
koregon	【魚】	F=1	【魚】コクチマス（属）	koregon/o
ksifi	【魚】	F=1	【魚】メカジキ（属）,=spadfis^o	ksifi/o
limand	【魚】	F=1	【魚】マガレイ（属）（真鰈）;ニシマガレイ（種）	limand/o
lojt	【魚】	F=1	{Ｏ}【魚】カワメンタイ（属）	lojt/o
merlang	【魚】	F=1	{Ｏ}【魚】メルラン,ホワイティング（タラ科の一種）	merlang/o
plates	【魚】	F=1	【魚】プレイス（ツノガレイ属の一種）,>>pleu^ronekto	plates/o
plot	【魚】	F=1	{Ｏ}【魚】ローチ（種）（ウグイに似たコイ科の淡水魚）	plot/o
sandr	【魚】	F=1	【魚】ホソスズキ（パイクパーチの一種）	sandr/o
sevrug	【魚】	F=1	{Ｏ}【魚】（ロシア産）ホシチョウザメ（種）,>>sturgo	sevrug/o
sprot	【魚】	F=1	【魚】スプラットイワシ（アンチョビー、サーディンなどの原料）	sprot/o
sterled	【魚】	F=1	{Ｏ}【魚】コチョウザメ,>>sturgo,>>kaviaro	sterled/o
tink	【魚】	F=1	{Ｏ}【魚】テンチ（コイ科の淡水魚）	tink/o
apus	【鳥】	F=1	【鳥】アマツバメ（雨燕）（属）,=apodo	apus/o
botau^r	【鳥】	F=1	【鳥】サンカノゴイ	botau^r/o
cipsel	【鳥】	F=1	【鳥】=apuso（アマツバメ）	cipsel/o
enad	【鳥】	F=1	【鳥】ヒメモリバト,=arbokolombo	enad/o
falarop	【鳥】	F=1	【鳥】ヒレアシシギ（属）	falarop/o
fraterkul	【鳥】	F=1	【鳥】ツノメドリ	fraterkul/o
fringel	【鳥】	F=1	{Ｏ}【鳥】マヒワ（種）	fringel/o
fuligul	【鳥】	F=1	【鳥】キンクロハジロ（金黒羽白）,=tufanaso	fuligul/o
fulik	【鳥】	F=1	【鳥】オオバン（属）	fulik/o
galinol	【鳥】	F=1	【鳥】バン（鷭）（属）	galinol/o
galinul	【鳥】	F=1	【鳥】=>galinolo（バン）	galinul/o
gastornit	【鳥】	F=1	【鳥】ガストルニス（始新世に生息した地上生の巨鳥）	gastornit/o
gipaet	【鳥】	F=1	【鳥】ヒゲワシ,=s^afgrifo	gipaet/o
glareol	【鳥】	F=1	【鳥】ツバメチドリ（属）	glareol/o
hortulan	【鳥】	F=1	{Ｏ}【鳥】ズアオホオジロ（種）	hortulan/o
kanaben	【鳥】	F=1	{Ｏ}【鳥】ムネアカヒワ（ヒワ属の一種）	kanaben/o
kerkedul	【鳥】	F=1	【鳥】シマアジ（縞味）,=marc^anaso	kerkedul/o
klangul	【鳥】	F=1	【鳥】コオリガモ（属）	klangul/o
loksi	【鳥】	F=1	【鳥】イスカ（属）	loksi/o
marabu	【鳥】	F=1	【鳥】アフリカハゲコウ;【鳥】ハゲコウ（禿鸛）（属）	marabu/o
menur	【鳥】	F=1	【鳥】コトドリ（属）（琴鳥）,=lirvostulo	menur/o
merop	【鳥】	F=1	【鳥】ハチクイ（蜂喰）（科の総称）,=abelmang^ulo	merop/o
noktu	【鳥】	F=1	{Ｏ}【鳥】コキンメフクロウ（小金目梟）（種）	noktu/o
otid	【鳥】	F=1	【鳥】ノガン（野雁）（属）	otid/o
otus	【鳥】	F=1	【鳥】=orelstrigo（ミミズク）	otus/o
palmiped	【鳥】	F=1	【鳥】=palmopieduloj（游禽類）	palmiped/oj
palumb	【鳥】	F=1	【鳥】モリバト（種）,=ringokolombo	palumb/o
pandion	【鳥】	F=1	【鳥】ミサゴ（種）,=fis^aglo	pandion/o
regol	【鳥】	F=1	{Ｏ}【鳥】キクイタダキ（菊戴）（属）	regol/o
rubekol	【鳥】	F=1	【鳥】ヨーロッパコマドリ,ロビン,=rug^gorg^ulo	rubekol/o
urogal	【鳥】	F=1	{Ｏ}【鳥】ヨーロッパオオライチョウ（種）;《般》オオライチョウ（大雷鳥）	urogal/o
vanel	【鳥】	F=1	{Ｏ}【鳥】タゲリ（属）;【鳥】タゲリ（田鳧）（種）	vanel/o
