語根	層	disp	id	群サイズ	F	綴りとの関係	逆引き候補数	末尾を落とすと
reklamaci	PEJVO	诉ᴿ	r	5	2	接頭辞	1	plend
termin	CSV2890	词ᵀ	t	2	7	接頭辞	1	vort
interpret	CSV2890	译ᴵ	i	2	12	接頭辞	1	traduk
poet	CSV2890	诗ᴾᵀ	pt	5	5	先頭+子音	1	poem
poezi	CSV2890	诗ᴾᶻ	pz	5	8	先頭+子音	1	poem
muz	PEJVO	诗ᴹ	m	5	3	接頭辞	1	poem
bard	PEJVO	诗ᴮ	b	5	1	接頭辞	1	poem
sincer	CSV2890	诚ˢ	s	2	7	接頭辞	1	honest
dialog	PEJVO	话ᴰ	d	2	0	接頭辞	1	parol
idiom	PEJVO	语ᴵ	i	2	3	接頭辞	1	lingv
indukt	PEJVO	诱ᴵ	i	3	22	接頭辞	2	tent
indukci	PIV	诱ᴵᶜ	ic	3	1	綴り内の文字	1	indukt
kateh^iz	PEJVO	诲ᴷᴴ̂	kĥ	2	5	綴り内の文字	1	katekiz
lecion	CSV2890	课ᴸ	l	2	4	接頭辞	1	kurs
agord	CSV2890	调ᴬ	a	6	13	接頭辞	1	ton
melodi	CSV2890	调ᴹ	m	6	4	接頭辞	2	ton
klimatiz	PEJVO	调ᴷ	k	6	0	接頭辞	1	ton
modul	PEJVO	调ᴹᴰ	md	6	11	先頭+子音	2	melodi
tonal	PEJVO	调ᵀᴸ	tl	6	9	綴り内の文字	1	ton
konvers	PEJVO	谈ᴷᴼ	ko	2	1	接頭辞	2	konversaci
konspir	PEJVO	谋ᴷ	k	4	7	接頭辞	3	intrig
koluzi	PEJVO	谋ᴷᴸ	kl	4	2	先頭+子音	2	konspir
komplot	PEJVO	谋ᴷᴹ	km	4	4	先頭+子音	1	konspir
harmoni	CSV2890	谐ᴴᴿ	hr	5	8	先頭+子音	3	humur
harmon	PEJVO	谐ᴴᴬ	ha	5	12	接頭辞	2	humur
skerc	PEJVO	谐ˢ	s	5	2	接頭辞	1	humur
burlesk	PEJVO	谐ᴮ	b	5	5	接頭辞	1	humur
sentenc	PEJVO	谚ˢ	s	2	1	接頭辞	1	proverb
mister	CSV2890	谜ᴹ	m	3	4	接頭辞	1	enigm
rebus	PEJVO	谜ᴿ	r	3	1	接頭辞	1	enigm
modest	CSV2890	谦ᴹ	m	2	8	接頭辞	1	humil
skrupul	PEJVO	谨ˢ	s	2	5	接頭辞	1	diskret
spektroskopi	PIV	谱镜ˢᴵ	si	2	1	綴り内の文字	1	spektroskop
gren	CSV2890	谷ᴳ	g	3	15	接頭辞	1	val
cereal	PEJVO	谷ᶜ	c	3	3	接頭辞	1	val
fazeol	CSV2890	豆ᶠᶻ	fz	35	3	先頭+子音	2	fab
legumen	PEJVO	豆ᴸ	l	35	1	接頭辞	4	fab
gus^	PEJVO	豆ᴳ	g	35	1	接頭辞	3	fab
lent	PEJVO	豆ᴸᴺ	ln	35	1	先頭+子音	4	legumen
citiz	PEJVO	豆ᶜ	c	35	1	接頭辞	1	fab
kiker	PEJVO	豆ᴷ	k	35	1	接頭辞	5	fab
lupen	PEJVO	豆ᴸᴾ	lp	35	1	先頭+子音	1	legumen
uleks	PEJVO	豆ᵁ	u	35	1	接頭辞	1	fab
genist	PEJVO	豆ᴳᴺ	gn	35	1	先頭+子音	1	gus^
kampec^	PEJVO	豆ᴷᴹ	km	35	1	先頭+子音	1	kiker
desmodi	PEJVO	豆ᴰ	d	35	1	接頭辞	1	fab
hedisar	PEJVO	豆ᴴ	h	35	1	接頭辞	2	fab
melilot	PEJVO	豆ᴹ	m	35	1	接頭辞	1	fab
onobrik	PEJVO	豆ᴼ	o	35	1	接頭辞	2	fab
vistari	PEJVO	豆ⱽ	v	35	1	接頭辞	4	fab
visteri	PEJVO	豆ⱽᴱ	ve	35	1	綴り内の文字	2	vistari
astragal	PEJVO	豆ᴬ	a	35	1	接頭辞	4	fab
indigofer	PEJVO	豆ᴵ	i	35	1	接頭辞	1	fab
leguminoz	PEJVO	豆ᴸᶻ	lz	35	1	綴り内の文字	1	legumen
galg	PIV	豆ᴳᴸ	gl	35	1	先頭+子音	1	gus^
vign	PIV	豆ⱽᴳ	vg	35	1	先頭+子音	1	vistari
apios	PIV	豆ᴬᴾ	ap	35	1	接頭辞	1	astragal
azuki	PIV	豆ᴬᶻ	az	35	1	接頭辞	1	astragal
ononid	PIV	豆ᴼᴺ	on	35	1	接頭辞	2	onobrik
antilid	PIV	豆ᴬᴺ	an	35	1	接頭辞	1	astragal
hedizar	PIV	豆ᴴᶻ	hz	35	1	綴り内の文字	1	hedisar
klitori	PIV	豆ᴷᴸ	kl	35	1	接頭辞	3	kiker
koronil	PIV	豆ᴷᴿ	kr	35	1	先頭+子音	4	kiker
voandze	PIV	豆ⱽᴺ	vn	35	1	先頭+子音	2	vistari
fazeolus	PIV	豆ᶠˢ	fs	35	1	綴り内の文字	1	fab
fenugrek	PIV	豆ᶠᴺ	fn	35	1	先頭+子音	1	fab
skorpiur	PIV	豆ˢ	s	35	1	接頭辞	1	fab
trigonel	PIV	豆ᵀ	t	35	1	接頭辞	1	fab
krotalari	PIV	豆ᴷᵀ	kt	35	1	綴り内の文字	2	kiker
kalandra	PEJVO	象甲ᴷᴸ	kl	2	1	先頭+子音	2	kurkuli
leopard	PEJVO	豹ᴸ	l	4	4	接頭辞	1	panter
gepard	PEJVO	豹ᴳ	g	4	1	接頭辞	1	panter
jaguar	PEJVO	豹ᴶ	j	4	1	接頭辞	1	panter
folad	PEJVO	贝ᶠ	f	22	1	接頭辞	1	konk
polp	PEJVO	贝ᴾᴸ	pl	22	1	先頭+子音	1	pina
lolig	PEJVO	贝ᴸᴸ	ll	22	1	先頭+子音	1	limne
pekten	PEJVO	贝ᴾᵀ	pt	22	1	綴り内の文字	2	pina
litorin	PEJVO	贝ᴸᵀ	lt	22	1	先頭+子音	1	limne
pina	PIV	贝ᴾ	p	22	1	接頭辞	5	konk
dorid	PIV	贝ᴰ	d	22	1	接頭辞	1	konk
limne	PIV	贝ᴸ	l	22	1	接頭辞	3	konk
tered	PIV	贝ᵀ	t	22	1	接頭辞	3	konk
eledon	PIV	贝ᴱ	e	22	1	接頭辞	1	konk
gujdak	PIV	贝ᴳ	g	22	1	接頭辞	1	konk
mureks	PIV	贝ᴹ	m	22	1	接頭辞	2	konk
panope	PIV	贝ᴾᴾ	pp	22	1	綴り内の文字	2	pina
anodont	PIV	贝ᴬ	a	22	1	接頭辞	2	konk
pinktad	PIV	贝ᴾᴷ	pk	22	1	綴り内の文字	2	pina
tridakn	PIV	贝ᵀᴷ	tk	22	1	綴り内の文字	1	tered
arkiteu^t	PIV	贝ᴬᴿ	ar	22	1	接頭辞	1	anodont
testacel	PIV	贝ᵀˢ	ts	22	1	先頭+子音	1	tered
skafark	PIV	贝ˢ	s	22	1	接頭辞	1	konk
korbikul	PIV	贝ᴷᴿ	kr	22	1	先頭+子音	1	konk
meleagren	PIV	贝ᴹᴸ	ml	22	1	先頭+子音	1	mureks
tribut	PEJVO	贡ᵀ	t	2	3	接頭辞	1	kontribu
respons	PEJVO	责ᴿˢ	rs	3	4	先頭+子音	1	riproĉ
skold	PIV	责ˢ	s	3	2	接頭辞	1	riproĉ
defet	PIV	败ᴰ	d	2	3	接頭辞	1	fiask
faktur	CSV2890	账ᶠ	f	2	3	接頭辞	1	kont
karg	PEJVO	货ᴷ	k	3	18	接頭辞	1	var
frajt	PEJVO	货ᶠ	f	3	17	接頭辞	1	var
materi	CSV2890	质ᴹ	m	4	22	接頭辞	1	esenc
kvalit	CSV2890	质ᴷ	k	4	13	接頭辞	1	esenc
substanc	CSV2890	质ˢ	s	4	9	接頭辞	1	esenc
s^akr	PEJVO	贩ˢ̂	ŝ	3	5	接頭辞	1	brokant
kolport	PEJVO	贩ᴷ	k	3	4	接頭辞	1	brokant
deprec	PIV	贬ᴰᴾ	dp	2	3	先頭+子音	1	devalut
konsistenc	PEJVO	贯ᴷᴺ	kn	2	1	先頭+子音	1	koher
afrank	CSV2890	贴ᴬᴿ	ar	2	4	綴り内の文字	1	afiŝ
nobel	PEJVO	贵ᴺᴱ	ne	4	10	綴り内の文字	1	nobl
patrici	PEJVO	贵ᴾ	p	4	2	接頭辞	1	nobl
aristokrat	PEJVO	贵ᴬ	a	4	4	接頭辞	1	nobl
premium	PIV	费ᴾ	p	2	2	接頭辞	1	kost
burĝ	CSV2890	资ᴮ	b	2	8	接頭辞	1	kapital
gratifik	PEJVO	赏ᴳ	g	5	2	接頭辞	3	aprez
aprec	PEJVO	赏ᴬᶜ	ac	5	1	綴り内の文字	1	aprez
gratif	PEJVO	赏ᴳᴿ	gr	5	1	接頭辞	3	gratifik
gratifikaci	PEJVO	赏ᴳᶜ	gc	5	1	綴り内の文字	1	gratifik
turnir	PEJVO	赛ᵀ	t	2	5	接頭辞	1	matĉ
stadium	PEJVO	赛场ˢᴹ	sm	2	1	綴り内の文字	1	stadion
aprob	CSV2890	赞ᴬ	a	5	9	接頭辞	1	laŭd
konsent	CSV2890	赞ᴷ	k	5	24	接頭辞	2	laŭd
kompliment	CSV2890	赞ᴷᴹ	km	5	4	先頭+子音	1	konsent
ovaci	PEJVO	赞ᴼ	o	5	2	接頭辞	1	laŭd
absolv	PEJVO	赦ᴬᴮ	ab	2	1	接頭辞	1	amnesti
meta	PEJVO	超ᴹ	m	3	26	接頭辞	1	hiper
transcend	PEJVO	超ᵀ	t	3	3	接頭辞	1	hiper
hiperestezi	PIV	超感ᴴᴵ	hi	2	1	接頭辞	2	hiperestez
ju	CSV2890	越ᴶ	j	2	3	接頭辞	1	trans
pod	PEJVO	足ᴾᴼ	po	2	29	接頭辞	1	pied
s^pur	PEJVO	距ˢ̂	ŝ	3	4	接頭辞	1	distanc
tal	PIV	距ᵀ	t	3	2	接頭辞	1	distanc
ŝose	CSV2890	路ˢ̂	ŝ	3	6	接頭辞	1	voj
cirkvit	CSV2890	路ᶜ	c	3	16	接頭辞	1	voj
kapriol	PEJVO	跳ᴷ	k	2	2	接頭辞	1	salt
baskul	PEJVO	跷ᴮ	b	2	13	接頭辞	1	stilz
kik	PEJVO	踢ᴷᴷ	kk	2	1	先頭+子音	1	kalcitr
hirak	PIV	蹄兔ᴴ	h	2	1	接頭辞	1	prokavi
bus	CSV2890	车ᴮ	b	11	10	接頭辞	2	aŭt
trajn	CSV2890	车ᵀ	t	11	19	接頭辞	3	aŭt
bicikl	CSV2890	车ᴮᶜ	bc	11	11	先頭+子音	1	bus
kamion	CSV2890	车ᴷ	k	11	9	接頭辞	2	aŭt
aŭtobus	CSV2890	车ᴬᴮ	ab	11	3	綴り内の文字	2	aŭt
aŭtomobil	PEJVO	车ᴬᴹ	am	11	0	綴り内の文字	1	aŭt
torn	PEJVO	车ᵀᴺ	tn	11	10	綴り内の文字	2	trajn
kales^	PEJVO	车ᴷᴸ	kl	11	10	先頭+子音	1	kamion
taksi	CSV2890	车ᵀᴷ	tk	11	1	先頭+子音	1	trajn
velociped	PEJVO	车ⱽ	v	11	1	接頭辞	1	aŭt
laminat	PEJVO	轧ᴸ	l	2	4	接頭辞	1	grinc
trak	PEJVO	轨ᵀ	t	4	15	接頭辞	2	rel
orbit	PEJVO	轨ᴼ	o	4	6	接頭辞	1	rel
trajektori	PEJVO	轨ᵀᴶ	tj	4	1	綴り内の文字	1	trak
ĝir	CSV2890	转ᴳ̂	ĝ	8	20	接頭辞	1	turn
rivolu	CSV2890	转ᴿ	r	8	7	接頭辞	3	turn
relajs	PEJVO	转ᴿᴸ	rl	8	6	先頭+子音	3	rivolu
invert	PEJVO	转ᴵ	i	8	4	接頭辞	1	turn
konvert	PEJVO	转ᴷ	k	8	12	接頭辞	1	turn
transpon	PEJVO	转ᵀˢ	ts	8	4	綴り内の文字	1	turn
relaj	PEJVO	转ᴿᴱ	re	8	1	接頭辞	2	rivolu
verticil	PIV	轮ⱽ	v	2	6	接頭辞	1	rad
parenkim	PEJVO	软ᴾ	p	2	1	接頭辞	1	mol
kondr	PIV	软骨ᴷᴺ	kn	2	4	先頭+子音	1	kartilag
bombard	PEJVO	轰ᴮ	b	3	3	接頭辞	1	fulmin
detonaci	PEJVO	轰ᴰ	d	3	6	接頭辞	1	fulmin
s^aft	PEJVO	轴ˢ̂	ŝ	2	5	接頭辞	1	aks
komparativ	PEJVO	较ᴷᵀ	kt	2	4	綴り内の文字	1	kompar
konsonant	CSV2890	辅ᴷ	k	2	4	接頭辞	1	asist
kajen	PEJVO	辣ᴷᴶ	kj	2	1	先頭+子音	1	kapsik
vasabi	PIV	辣根ⱽ	v	2	1	接頭辞	1	kren
diskrimin	PIV	辨ᴰᴷ	dk	2	2	綴り内の文字	1	disting
advokat	CSV2890	辩ᴬ	a	9	5	接頭辞	2	pled
elokvent	CSV2890	辩ᴱ	e	9	7	接頭辞	2	pled
debat	PEJVO	辩ᴰ	d	9	5	接頭辞	2	pled
retor	PEJVO	辩ᴿ	r	9	2	接頭辞	1	pled
ekskuz	PEJVO	辩ᴱᴷ	ek	9	2	接頭辞	2	elokvent
polemik	PEJVO	辩ᴾᴹ	pm	9	4	綴り内の文字	1	pled
apologi	PEJVO	辩ᴬᴾ	ap	9	3	接頭辞	1	advokat
diskurs	PEJVO	辩ᴰˢ	ds	9	1	先頭+子音	1	debat
sakrilegi	PEJVO	辱ˢ	s	2	4	接頭辞	1	blasfem
later	PEJVO	边ᴸ	l	4	6	接頭辞	2	rand
marg^en	PEJVO	边ᴹ	m	4	7	接頭辞	1	rand
listel	PEJVO	边ᴸˢ	ls	4	2	先頭+子音	1	later
emigr	PIV	迁ᴱ	e	3	2	接頭辞	2	migr
emigraci	PIV	迁ᴱᶜ	ec	3	1	綴り内の文字	1	emigr
pas	CSV2890	过ᴾ	p	5	54	接頭辞	3	int
preter	文法層	过ᴾᴿ	pr	5	38	接頭辞	1	pas
pase	PEJVO	过ᴾᴱ	pe	5	2	綴り内の文字	2	pas
transit	PIV	过ᵀ	t	5	3	接頭辞	1	int
fortun	CSV2890	运ᶠ	f	2	4	接頭辞	1	port
miop	CSV2890	近ᴹ	m	2	4	接頭辞	1	proksim
ankoraŭ	文法層	还ᴬ	a	2	4	接頭辞	1	plu
import	CSV2890	进ᴵ	i	4	9	接頭辞	1	progres
avanc	PEJVO	进ᴬ	a	4	3	接頭辞	1	progres
progresi	PEJVO	进ᴾᴵ	pi	4	4	綴り内の文字	1	progres
apoge	PEJVO	远ᴬ	a	4	2	接頭辞	1	tele
hipermetrop	PEJVO	远ᴴ	h	4	2	接頭辞	1	tele
lontan	PIV	远ᴸ	l	4	2	接頭辞	1	tele
telefoni	PIV	远声ᵀᴵ	ti	2	1	綴り内の文字	1	telefon
kupl	PEJVO	连ᴷ	k	4	14	接頭辞	3	eĉ
konekt	PEJVO	连ᴷᴺ	kn	4	20	先頭+子音	2	kupl
koneks	PEJVO	连ᴷˢ	ks	4	3	綴り内の文字	1	kupl
opres	PIV	迫ᴼ	o	2	1	接頭辞	1	persekut
dikt	CSV2890	述ᴰ	d	2	4	接頭辞	1	rakont
zelot	PEJVO	迷ᶻ	z	2	2	接頭辞	1	superstiĉ
regres	PEJVO	退ᴿ	r	5	4	接頭辞	2	emerit
degener	PEJVO	退ᴰ	d	5	7	接頭辞	2	emerit
retret	PEJVO	退ᴿᵀ	rt	5	2	先頭+子音	1	regres
dekadenc	PEJVO	退ᴰᴷ	dk	5	4	先頭+子音	1	degener
eksped	CSV2890	送ᴱ	e	2	6	接頭辞	1	send
moder	CSV2890	适ᴹ	m	6	14	接頭辞	1	taŭg
adapt	CSV2890	适ᴬ	a	6	9	接頭辞	3	taŭg
konven	CSV2890	适ᴷ	k	6	11	接頭辞	1	taŭg
akomod	PEJVO	适ᴬᴷ	ak	6	3	接頭辞	2	adapt
adekvat	PEJVO	适ᴬᴰ	ad	6	1	接頭辞	3	adapt
eskap	CSV2890	逃ᴱ	e	3	7	接頭辞	1	fuĝ
dizert	PEJVO	逃ᴰ	d	3	3	接頭辞	1	fuĝ
spit	CSV2890	逆ˢ	s	3	7	接頭辞	1	retro
invers	CSV2890	逆ᴵ	i	3	14	接頭辞	1	retro
antologi	CSV2890	选ᴬ	a	4	1	接頭辞	1	elekt
selekt	PEJVO	选ˢ	s	4	5	接頭辞	1	elekt
opci	PEJVO	选ᴼ	o	4	1	接頭辞	1	elekt
proskrib	PEJVO	逐ᴾ	p	4	2	接頭辞	2	ekzil
proskripci	PEJVO	逐ᴾᴾ	pp	4	1	綴り内の文字	1	proskrib
deport	PIV	逐ᴰ	d	4	1	接頭辞	1	ekzil
rekursi	PIV	递归ᴿˢ	rs	2	1	綴り内の文字	1	rikur
ŝerc	CSV2890	逗ˢ̂	ŝ	2	13	接頭辞	1	kom
dia	PEJVO	通ᴰ	d	2	21	接頭辞	1	korespond
ekspres	CSV2890	速ᴱ	e	3	11	接頭辞	1	rapid
taki	PIV	速ᵀ	t	3	3	接頭辞	1	rapid
takimetr	PIV	速计ᵀ	t	2	1	接頭辞	1	rapidometr
bulvard	CSV2890	道ᴮ	b	4	3	接頭辞	1	avenu
tao	PEJVO	道ᵀ	t	4	2	接頭辞	1	avenu
drom	PIV	道ᴰ	d	4	1	接頭辞	1	avenu
rifuĝ	CSV2890	避ᴿ	r	2	7	接頭辞	1	evit
perversi	PEJVO	邪ᴾᴵ	pi	2	2	綴り内の文字	1	pervers
filatel	CSV2890	邮ᶠ	f	3	2	接頭辞	2	poŝt
filateli	PEJVO	邮ᶠᴵ	fi	3	1	接頭辞	2	filatel
splen	PEJVO	郁ˢ	s	3	2	接頭辞	1	tulip
melankoli	PEJVO	郁ᴹ	m	3	3	接頭辞	1	tulip
ministeri	CSV2890	部ᴹ	m	5	15	接頭辞	1	part
redakci	CSV2890	部ᴿ	r	5	3	接頭辞	1	part
parcial	PEJVO	部ᴾᶜ	pc	5	1	綴り内の文字	1	part
departement	PEJVO	部ᴰ	d	5	3	接頭辞	1	part
gami	PEJVO	配ᴳ	g	4	15	接頭辞	1	distribu
asign	PEJVO	配ᴬ	a	4	4	接頭辞	1	distribu
kopulaci	PEJVO	配ᴷ	k	4	2	接頭辞	1	distribu
bier	CSV2890	酒ᴮ	b	8	20	接頭辞	2	vin
brand	CSV2890	酒ᴮᴺ	bn	8	11	綴り内の文字	1	bier
g^in	PEJVO	酒ᴳ̂	ĝ	8	4	接頭辞	1	vin
likvor	PEJVO	酒ᴸ	l	8	9	接頭辞	1	vin
sake	PEJVO	酒ˢ	s	8	2	接頭辞	1	vin
c^ampan	PEJVO	酒ᶜ̂	ĉ	8	1	接頭辞	1	vin
vodk	PEJVO	酒ⱽᴰ	vd	8	1	先頭+子音	1	vin
fromaĝ	CSV2890	酪ᶠ	f	2	9	接頭辞	1	krem
honorari	PEJVO	酬ᴴ	h	2	2	接頭辞	1	rekompenc
jahurt	PEJVO	酸乳ᴶᴴ	jh	2	1	先頭+子音	1	jogurt
glikol	PIV	醇ᴳ	g	2	2	接頭辞	1	alkohol
ebri	CSV2890	醉ᴱ	e	3	11	接頭辞	2	rav
ekstaz	PEJVO	醉ᴱᴷ	ek	3	5	接頭辞	1	ebri
vinagr	PEJVO	醋ⱽ	v	2	10	接頭辞	1	acet
gros	PEJVO	醋栗ᴳ	g	2	4	接頭辞	1	rib
sobr	CSV2890	醒ˢ	s	2	7	接頭辞	1	vek
eksplik	PEJVO	释ᴱˢ	es	3	2	綴り内の文字	2	ekzegez
eksplic	PIV	释ᴱᶜ	ec	3	2	綴り内の文字	1	ekzegez
grav	CSV2890	重ᴳ	g	3	19	接頭辞	1	pez
akcent	CSV2890	重ᴬ	a	3	8	接頭辞	1	pez
fazan	PEJVO	野鸡ᶠ	f	3	3	接頭辞	1	tetra
urogal	PEJVO	野鸡ᵁ	u	3	1	接頭辞	1	tetra
doz	PEJVO	量ᴰ	d	3	13	接頭辞	1	kvant
metrik	PEJVO	量ᴹ	m	3	2	接頭辞	1	kvant
metal	CSV2890	金ᴹ	m	67	33	接頭辞	4	or
blond	CSV2890	金ᴮ	b	67	3	接頭辞	5	or
berili	PEJVO	金ᴮᴿ	br	67	1	先頭+子音	3	blond
bismut	PEJVO	金ᴮˢ	bs	67	1	先頭+子音	1	blond
vendred	CSV2890	金ⱽ	v	67	4	接頭辞	3	or
ceri	PEJVO	金ᶜ	c	67	1	接頭辞	2	or
cezi	PEJVO	金ᶜᶻ	cz	67	1	先頭+子音	1	ceri
erbi	PEJVO	金ᴱ	e	67	1	接頭辞	3	or
gali	PEJVO	金ᴳ	g	67	1	接頭辞	5	or
indi	PEJVO	金ᴵ	i	67	1	接頭辞	5	or
itri	PEJVO	金ᴵᵀ	it	67	1	接頭辞	2	indi
liti	PEJVO	金ᴸ	l	67	1	接頭辞	4	or
osmi	PEJVO	金ᴼˢ	os	67	1	接頭辞	1	or
tori	PEJVO	金ᵀ	t	67	1	接頭辞	7	or
iridi	PEJVO	金ᴵᴿ	ir	67	1	接頭辞	3	indi
kadmi	PEJVO	金ᴷ	k	67	1	接頭辞	4	or
kromi	PEJVO	金ᴷᴿ	kr	67	1	接頭辞	2	kadmi
nikel	PEJVO	金ᴺ	n	67	1	接頭辞	5	or
urani	PEJVO	金ᵁ	u	67	1	接頭辞	1	or
vanad	PEJVO	金ⱽᴬ	va	67	1	接頭辞	2	vendred
eu^ropi	PEJVO	金ᴱᵁ̆	eŭ	67	1	接頭辞	1	erbi
iterbi	PEJVO	金ᴵᴮ	ib	67	1	綴り内の文字	1	indi
kobalt	PEJVO	金ᴷᴮ	kb	67	1	先頭+子音	1	kadmi
lantan	PEJVO	金ᴸᴺ	ln	67	1	先頭+子音	2	liti
luteci	PEJVO	金ᴸᶜ	lc	67	1	綴り内の文字	2	liti
poloni	PEJVO	金ᴾ	p	67	1	接頭辞	5	or
radium	PEJVO	金ᴿ	r	67	1	接頭辞	4	or
skandi	PEJVO	金ˢ	s	67	1	接頭辞	2	or
tantal	PEJVO	金ᵀᴺ	tn	67	1	先頭+子音	3	tori
magnezi	PEJVO	金ᴹᴳ	mg	67	1	先頭+子音	1	metal
plutoni	PEJVO	金ᴾᵀ	pt	67	1	綴り内の文字	3	poloni
stronci	PEJVO	金ˢᵀ	st	67	1	接頭辞	1	skandi
volfram	PEJVO	金ⱽᴸ	vl	67	1	先頭+子音	1	vendred
zirkoni	PEJVO	金ᶻ	z	67	1	接頭辞	1	or
gadolini	PEJVO	金ᴳᴰ	gd	67	1	先頭+子音	1	gali
molibden	PEJVO	金ᴹᴸ	ml	67	1	先頭+子音	3	metal
germanium	PEJVO	金ᴳᴿ	gr	67	1	先頭+子音	1	gali
kaliforni	PEJVO	金ᴷᴸ	kl	67	1	先頭+子音	2	kadmi
galium	PEJVO	金ᴳᵁ	gu	67	1	綴り内の文字	3	gali
indium	PEJVO	金ᴵᴹ	im	67	1	綴り内の文字	1	indi
talium	PEJVO	金ᵀᴹ	tm	67	1	綴り内の文字	1	tori
glucini	PEJVO	金ᴳᶜ	gc	67	1	綴り内の文字	1	gali
tungsten	PEJVO	金ᵀᴳ	tg	67	1	綴り内の文字	1	tori
bari	PIV	金ᴮᴬ	ba	67	3	接頭辞	1	blond
niob	PIV	金ᴺᴮ	nb	67	2	先頭+子音	2	nikel
reni	PIV	金ᴿᴺ	rn	67	2	先頭+子音	1	radium
rodi	PIV	金ᴿᴼ	ro	67	1	接頭辞	1	radium
tuli	PIV	金ᵀᴸ	tl	67	1	先頭+子音	3	tori
fermi	PIV	金ᶠ	f	67	1	接頭辞	1	or
hafni	PIV	金ᴴ	h	67	1	接頭辞	2	or
holmi	PIV	金ᴴᴸ	hl	67	1	先頭+子音	1	hafni
terbi	PIV	金ᵀᴮ	tb	67	1	綴り内の文字	1	tori
nobeli	PIV	金ᴺᴼ	no	67	1	接頭辞	3	nikel
neodim	PIV	金ᴺᴰ	nd	67	1	先頭+子音	1	nikel
rubidi	PIV	金ᴿᴮ	rb	67	1	先頭+子音	1	radium
americi	PIV	金ᴬ	a	67	1	接頭辞	1	or
berkeli	PIV	金ᴮᴷ	bk	67	1	綴り内の文字	1	blond
neptuni	PIV	金ᴺᴾ	np	67	1	先頭+子音	1	nikel
tekneci	PIV	金ᵀᴷ	tk	67	1	先頭+子音	1	tori
prometi	PIV	金ᴾᴿ	pr	67	1	接頭辞	3	poloni
lau^renci	PIV	金ᴸᵁ̆	lŭ	67	1	綴り内の文字	1	liti
disprozi	PIV	金ᴰ	d	67	1	接頭辞	1	or
ejns^tejni	PIV	金ᴱᴶ	ej	67	1	接頭辞	1	erbi
mendelevi	PIV	金ᴹᴺ	mn	67	1	先頭+子音	3	metal
prazeodim	PIV	金ᴾᶻ	pz	67	1	綴り内の文字	1	poloni
protaktini	PIV	金ᴾᴷ	pk	67	1	綴り内の文字	1	poloni
apus	PEJVO	金丝燕ᴬ	a	3	1	接頭辞	1	salangan
cipsel	PEJVO	金丝燕ᶜ	c	3	1	接頭辞	1	salangan
niobat	PIV	金盐ᴺ	n	7	1	接頭辞	1	orat
osmiat	PIV	金盐ᴼˢ	os	7	1	接頭辞	1	orat
reniat	PIV	金盐ᴿ	r	7	1	接頭辞	1	orat
titanat	PIV	金盐ᵀ	t	7	1	接頭辞	2	orat
bismutat	PIV	金盐ᴮ	b	7	1	接頭辞	1	orat
tantalat	PIV	金盐ᵀᴺ	tn	7	1	先頭+子音	2	titanat
pingl	CSV2890	针ᴾ	p	2	22	接頭辞	1	nadl
kejl	CSV2890	钉ᴷ	k	4	7	接頭辞	1	najl
nit	PEJVO	钉ᴺᵀ	nt	4	4	先頭+子音	1	najl
vinkt	PEJVO	钉ⱽ	v	4	3	接頭辞	1	najl
hebet	PIV	钝ᴴ	h	2	1	接頭辞	1	obtuz
horloĝ	CSV2890	钟ᴴᴸ	hl	2	32	綴り内の文字	1	hor
natr	PEJVO	钠ᴺᴬ	na	2	3	接頭辞	2	natri
kroĉ	CSV2890	钩ᴷ	k	4	12	接頭辞	2	hok
grapl	PEJVO	钩ᴳ	g	4	2	接頭辞	1	hok
kroc^et	PEJVO	钩ᴷᵀ	kt	4	3	綴り内の文字	1	kroĉ
sold	PEJVO	钱ˢ	s	2	2	接頭辞	1	mon
h^elicer	PIV	钳ᴴ̂	ĥ	3	2	接頭辞	1	tenajl
kelicer	PIV	钳ᴷ	k	3	1	接頭辞	1	tenajl
diamant	CSV2890	钻ᴰ	d	5	4	接頭辞	2	bor
alez	PEJVO	钻ᴬ	a	5	4	接頭辞	1	bor
dril	PEJVO	钻ᴰᴿ	dr	5	3	接頭辞	1	diamant
spil	PEJVO	钻ˢ	s	5	2	接頭辞	1	bor
fero	PEJVO	铁ᶠᴼ	fo	2	4	綴り内の文字	1	fer
plumbit	PIV	铅盐ᴾᴵ	pi	2	1	綴り内の文字	1	plumbat
trul	PEJVO	铲ᵀ	t	3	3	接頭辞	1	ŝovel
spatel	PEJVO	铲ˢ	s	3	2	接頭辞	1	ŝovel
bank	CSV2890	银ᴮ	b	2	34	接頭辞	1	arĝent
pavim	PEJVO	铺ᴾ	p	2	8	接頭辞	1	stern
katen	CSV2890	链ᴷ	k	2	13	接頭辞	1	ĉen
debit	PEJVO	销ᴰ	d	2	3	接頭辞	1	stift
serur	CSV2890	锁ˢ	s	2	7	接頭辞	1	ŝlos
kaldron	CSV2890	锅ᴷ	k	5	11	接頭辞	2	pat
kaserol	CSV2890	锅ᴷˢ	ks	5	2	先頭+子音	1	kaldron
retort	PEJVO	锅ᴿ	r	5	3	接頭辞	1	pat
marmit	PEJVO	锅ᴹ	m	5	2	接頭辞	1	pat
ured	PIV	锈ᵁ	u	2	3	接頭辞	1	rust
akut	PEJVO	锐ᴬᵀ	at	2	9	綴り内の文字	1	akr
