層	分節	単独語数	単独接地率	合成語数	合成接地率	文脈保持率
tier0_CSV2890	sort	1	1.000	7	0.714	0.71
tier0_CSV2890	konstru	18	0.833	25	0.600	0.72
tier0_CSV2890	alt	11	0.909	46	0.652	0.72
tier0_CSV2890	frukt	6	0.667	29	0.483	0.72
tier0_CSV2890	sovag^	6	0.833	15	0.600	0.72
tier0_CSV2890	tabel	3	1.000	15	0.733	0.73
tier0_CSV2890	negativ	4	0.250	11	0.182	0.73
tier0_CSV2890	sorb	12	0.750	9	0.556	0.74
tier0_CSV2890	kest	6	1.000	20	0.750	0.75
tier0_CSV2890	defend	7	0.714	13	0.538	0.75
tier0_CSV2890	vojag^	14	1.000	24	0.750	0.75
tier0_CSV2890	dej^or	6	0.667	6	0.500	0.75
tier0_CSV2890	forn	3	0.667	14	0.500	0.75
tier0_CSV2890	val	3	0.667	4	0.500	0.75
tier0_CSV2890	deklar	3	0.667	8	0.500	0.75
tier0_CSV2890	ordon	5	0.800	5	0.600	0.75
tier0_CSV2890	mebl	5	1.000	8	0.750	0.75
tier0_CSV2890	fraz	9	0.333	8	0.250	0.75
tier0_CSV2890	signal	9	0.889	12	0.667	0.75
tier0_CSV2890	distrikt	2	1.000	4	0.750	0.75
tier0_CSV2890	grajn	8	0.500	8	0.375	0.75
tier0_CSV2890	magi	5	1.000	4	0.750	0.75
tier0_CSV2890	frat	18	0.667	8	0.500	0.75
tier0_CSV2890	bol	9	0.444	9	0.333	0.75
tier0_CSV2890	branc^	4	1.000	4	0.750	0.75
tier0_CSV2890	bronz	4	1.000	4	0.750	0.75
tier0_CSV2890	sigel	6	0.667	6	0.500	0.75
tier0_CSV2890	sekur	6	1.000	16	0.750	0.75
tier0_CSV2890	s^vit	12	0.667	8	0.500	0.75
tier0_CSV2890	epidemi	3	0.667	2	0.500	0.75
tier0_CSV2890	etern	5	1.000	4	0.750	0.75
tier0_CSV2890	gal	2	1.000	4	0.750	0.75
tier0_CSV2890	krizantem	1	1.000	4	0.750	0.75
tier0_CSV2890	kurb	6	1.000	12	0.750	0.75
tier0_CSV2890	honor	9	0.667	16	0.500	0.75
tier0_CSV2890	rip	3	0.667	2	0.500	0.75
tier0_CSV2890	ort	5	0.800	5	0.600	0.75
tier0_CSV2890	pir	3	0.667	10	0.500	0.75
tier0_CSV2890	atak	6	0.833	11	0.636	0.76
tier0_CSV2890	vok	12	0.750	7	0.571	0.76
tier0_CSV2890	mez	12	0.750	60	0.567	0.76
tier0_CSV2890	ekspres	4	0.750	7	0.571	0.76
tier0_CSV2890	fizik	4	1.000	26	0.769	0.77
tier0_CSV2890	kat	7	1.000	13	0.769	0.77
tier0_CSV2890	mont	11	0.727	25	0.560	0.77
tier0_CSV2890	medicin	5	0.800	21	0.619	0.77
tier0_CSV2890	ofer	7	0.286	9	0.222	0.78
tier0_CSV2890	korespond	7	0.857	3	0.667	0.78
tier0_CSV2890	s^ip	15	0.933	84	0.738	0.79
tier0_CSV2890	land	22	0.909	61	0.721	0.79
tier0_CSV2890	bus^	7	1.000	14	0.786	0.79
tier0_CSV2890	hund	9	1.000	24	0.792	0.79
tier0_CSV2890	sak	4	0.750	25	0.600	0.80
tier0_CSV2890	kern	4	0.500	15	0.400	0.80
tier0_CSV2890	psik	7	0.857	16	0.688	0.80
tier0_CSV2890	stud	8	0.875	10	0.700	0.80
tier0_CSV2890	put	3	1.000	5	0.800	0.80
tier0_CSV2890	potenc	6	0.833	6	0.667	0.80
tier0_CSV2890	spir	11	0.545	16	0.438	0.80
tier0_CSV2890	stamp	4	1.000	10	0.800	0.80
tier0_CSV2890	rat	1	1.000	5	0.800	0.80
tier0_CSV2890	civit	5	1.000	10	0.800	0.80
tier0_CSV2890	imag	9	1.000	5	0.800	0.80
tier0_CSV2890	esper	6	1.000	5	0.800	0.80
tier0_CSV2890	just	4	0.500	5	0.400	0.80
tier0_CSV2890	pulm	3	1.000	10	0.800	0.80
tier0_CSV2890	sukces	6	0.833	6	0.667	0.80
tier0_CSV2890	reciprok	4	0.750	5	0.600	0.80
tier0_CSV2890	blov	12	0.667	13	0.538	0.81
tier0_CSV2890	s^ton	9	1.000	58	0.810	0.81
tier0_CSV2890	period	5	1.000	16	0.812	0.81
tier0_CSV2890	nukle	3	1.000	21	0.810	0.81
tier0_CSV2890	di	13	0.923	16	0.750	0.81
tier0_CSV2890	grand	15	0.667	37	0.541	0.81
tier0_CSV2890	tabul	6	0.833	25	0.680	0.82
tier0_CSV2890	akv	22	1.000	130	0.815	0.82
tier0_CSV2890	esprim	4	1.000	17	0.824	0.82
tier0_CSV2890	profit	9	0.778	11	0.636	0.82
tier0_CSV2890	naci	18	0.333	51	0.275	0.82
tier0_CSV2890	solv	11	0.545	11	0.455	0.83
tier0_CSV2890	naz	3	1.000	24	0.833	0.83
tier0_CSV2890	log^	20	0.600	12	0.500	0.83
tier0_CSV2890	vest	17	0.235	41	0.195	0.83
tier0_CSV2890	arest	5	0.800	3	0.667	0.83
tier0_CSV2890	g^u	5	0.600	4	0.500	0.83
tier0_CSV2890	ating	5	0.600	2	0.500	0.83
tier0_CSV2890	pez	15	0.800	18	0.667	0.83
tier0_CSV2890	bazar	1	1.000	6	0.833	0.83
tier0_CSV2890	kord	7	1.000	6	0.833	0.83
tier0_CSV2890	emoci	5	0.600	4	0.500	0.83
tier0_CSV2890	hepat	4	1.000	6	0.833	0.83
tier0_CSV2890	stomak	3	1.000	12	0.833	0.83
tier0_CSV2890	riz	4	0.750	16	0.625	0.83
tier0_CSV2890	privat	4	1.000	12	0.833	0.83
tier0_CSV2890	patr	15	0.333	25	0.280	0.84
tier0_CSV2890	nombr	12	0.917	46	0.783	0.85
tier0_CSV2890	fac	6	1.000	13	0.846	0.85
tier0_CSV2890	edz	33	0.242	29	0.207	0.85
tier0_CSV2890	merkat	4	1.000	20	0.850	0.85
tier0_CSV2890	miel	2	1.000	7	0.857	0.86
tier0_CSV2890	radik	14	1.000	14	0.857	0.86
tier0_CSV2890	urg^	11	1.000	7	0.857	0.86
tier0_CSV2890	karb	12	1.000	22	0.864	0.86
tier0_CSV2890	herb	9	0.889	34	0.765	0.86
tier0_CSV2890	komision	3	1.000	7	0.857	0.86
tier0_CSV2890	eksplod	8	0.875	4	0.750	0.86
tier0_CSV2890	profund	10	0.900	9	0.778	0.86
tier0_CSV2890	instinkt	3	1.000	7	0.857	0.86
tier0_CSV2890	reg^	10	0.800	20	0.700	0.87
tier0_CSV2890	voc^	10	0.700	36	0.611	0.87
tier0_CSV2890	flag	2	1.000	15	0.867	0.87
tier0_CSV2890	jug^	17	0.882	17	0.765	0.87
tier0_CSV2890	send	26	0.808	10	0.700	0.87
tier0_CSV2890	abel	6	0.833	15	0.733	0.88
tier0_CSV2890	krim	7	0.857	12	0.750	0.88
tier0_CSV2890	sezon	9	0.667	12	0.583	0.88
tier0_CSV2890	bov	8	1.000	16	0.875	0.88
tier0_CSV2890	mur	5	1.000	16	0.875	0.88
tier0_CSV2890	impres	7	0.571	2	0.500	0.88
tier0_CSV2890	neg^	6	1.000	26	0.885	0.88
tier0_CSV2890	or	12	1.000	25	0.880	0.88
tier0_CSV2890	sam	5	1.000	58	0.879	0.88
tier0_CSV2890	led	5	1.000	18	0.889	0.89
tier0_CSV2890	ekspozici	5	1.000	9	0.889	0.89
tier0_CSV2890	s^ir	10	0.500	9	0.444	0.89
tier0_CSV2890	eklezi	5	0.800	7	0.714	0.89
tier0_CSV2890	plum	7	0.714	11	0.636	0.89
tier0_CSV2890	horizontal	4	0.750	3	0.667	0.89
tier0_CSV2890	impet	8	0.375	3	0.333	0.89
tier0_CSV2890	koncept	4	0.750	3	0.667	0.89
tier0_CSV2890	kot	4	0.750	3	0.667	0.89
tier0_CSV2890	temperatur	2	1.000	10	0.900	0.90
tier0_CSV2890	front	7	0.429	13	0.385	0.90
tier0_CSV2890	seks	16	0.938	32	0.844	0.90
tier0_CSV2890	metal	8	0.875	14	0.786	0.90
tier0_CSV2890	fajr	13	0.846	29	0.759	0.90
tier0_CSV2890	sfer	8	0.875	14	0.786	0.90
tier0_CSV2890	komitat	4	1.000	10	0.900	0.90
tier0_CSV2890	ventr	7	1.000	10	0.900	0.90
tier0_CSV2890	plug	9	0.556	4	0.500	0.90
tier0_CSV2890	kalk	5	1.000	10	0.900	0.90
tier0_CSV2890	legom	4	1.000	10	0.900	0.90
tier0_CSV2890	komplet	6	0.667	5	0.600	0.90
tier0_CSV2890	mok	9	0.444	5	0.400	0.90
tier0_CSV2890	nom	21	0.905	46	0.826	0.91
tier0_CSV2890	mar	8	0.750	79	0.684	0.91
tier0_CSV2890	tajd	1	1.000	11	0.909	0.91
tier0_CSV2890	halt	10	0.500	11	0.455	0.91
tier0_CSV2890	numer	5	0.800	11	0.727	0.91
tier0_CSV2890	lav	9	0.889	16	0.812	0.91
tier0_CSV2890	s^af	8	1.000	11	0.909	0.91
tier0_CSV2890	rid	15	1.000	11	0.909	0.91
tier0_CSV2890	acid	10	1.000	39	0.923	0.92
tier0_CSV2890	student	3	1.000	12	0.917	0.92
tier0_CSV2890	s^ultr	5	1.000	12	0.917	0.92
tier0_CSV2890	instrument	3	1.000	13	0.923	0.92
tier0_CSV2890	liter	9	1.000	13	0.923	0.92
tier0_CSV2890	nokt	16	0.812	28	0.750	0.92
tier0_CSV2890	orel	4	1.000	24	0.917	0.92
tier0_CSV2890	mam	4	1.000	12	0.917	0.92
tier0_CSV2890	kondic^	6	0.833	13	0.769	0.92
tier0_CSV2890	ord	17	0.412	13	0.385	0.93
tier0_CSV2890	cirkvit	2	1.000	14	0.929	0.93
tier0_CSV2890	tag	21	0.762	48	0.708	0.93
tier0_CSV2890	s^tat	13	1.000	41	0.927	0.93
tier0_CSV2890	social	6	1.000	15	0.933	0.93
tier0_CSV2890	kulp	13	0.538	2	0.500	0.93
tier0_CSV2890	vin	4	0.250	34	0.235	0.94
tier0_CSV2890	ond	15	0.933	59	0.881	0.94
tier0_CSV2890	tranc^	19	0.737	13	0.692	0.94
tier0_CSV2890	rapid	15	0.800	44	0.750	0.94
tier0_CSV2890	histori	7	1.000	17	0.941	0.94
tier0_CSV2890	kapt	15	0.533	16	0.500	0.94
tier0_CSV2890	kemi	3	1.000	16	0.938	0.94
tier0_CSV2890	lun	4	1.000	18	0.944	0.94
tier0_CSV2890	politik	9	1.000	36	0.944	0.94
tier0_CSV2890	felic^	5	0.800	4	0.750	0.94
tier0_CSV2890	fiks	7	1.000	18	0.944	0.94
tier0_CSV2890	nord	7	1.000	16	0.938	0.94
tier0_CSV2890	kurent	1	1.000	19	0.947	0.95
tier0_CSV2890	mort	28	0.643	49	0.612	0.95
tier0_CSV2890	liber	18	0.556	55	0.527	0.95
tier0_CSV2890	ole	7	1.000	42	0.952	0.95
tier0_CSV2890	rekt	6	0.833	19	0.789	0.95
tier0_CSV2890	religi	9	0.889	14	0.857	0.96
tier0_CSV2890	sang	6	1.000	69	0.957	0.96
tier0_CSV2890	man	11	0.818	55	0.782	0.96
tier0_CSV2890	sav	11	0.818	14	0.786	0.96
tier0_CSV2890	gast	8	0.625	10	0.600	0.96
tier0_CSV2890	dolor	9	1.000	23	0.957	0.96
tier0_CSV2890	hom	16	0.938	59	0.898	0.96
tier0_CSV2890	mult	20	0.800	39	0.769	0.96
tier0_CSV2890	pluv	9	1.000	29	0.966	0.97
tier0_CSV2890	gust	10	0.900	16	0.875	0.97
tier0_CSV2890	impost	5	1.000	35	0.971	0.97
tier0_CSV2890	kruc	13	0.538	21	0.524	0.97
tier0_CSV2890	somer	8	0.875	13	0.846	0.97
tier0_CSV2890	angul	11	0.909	47	0.894	0.98
tier0_CSV2890	lern	23	0.652	50	0.640	0.98
tier0_CSV2890	parti	13	0.923	21	0.905	0.98
tier0_CSV2890	vel	8	0.875	14	0.857	0.98
tier0_CSV2890	mang^	25	0.800	39	0.795	0.99
tier0_CSV2890	abrikot	1	1.000	1	1.000	1.00
tier0_CSV2890	substantiv	3	1.000	1	1.000	1.00
tier0_CSV2890	ekvilibr	8	0.500	8	0.500	1.00
tier0_CSV2890	jur	4	1.000	15	1.000	1.00
tier0_CSV2890	pejzag^	2	1.000	1	1.000	1.00
tier0_CSV2890	flu	32	0.750	24	0.750	1.00
tier0_CSV2890	brand	2	0.500	4	0.500	1.00
tier0_CSV2890	bulb	2	0.500	6	0.500	1.00
tier0_CSV2890	vulkan	5	1.000	10	1.000	1.00
tier0_CSV2890	fe	3	1.000	2	1.000	1.00
tier0_CSV2890	gut	12	0.667	6	0.667	1.00
tier0_CSV2890	util	10	0.200	5	0.200	1.00
tier0_CSV2890	alau^d	1	1.000	1	1.000	1.00
tier0_CSV2890	difin	5	1.000	4	1.000	1.00
tier0_CSV2890	alg	2	1.000	7	1.000	1.00
tier0_CSV2890	altern	8	0.375	8	0.375	1.00
tier0_CSV2890	tomb	8	0.750	4	0.750	1.00
tier0_CSV2890	ambasador	2	1.000	2	1.000	1.00
tier0_CSV2890	farun	4	1.000	5	1.000	1.00
tier0_CSV2890	versi	6	1.000	1	1.000	1.00
tier0_CSV2890	ang^el	3	1.000	2	1.000	1.00
tier0_CSV2890	antarkt	1	1.000	1	1.000	1.00
tier0_CSV2890	kongres	8	1.000	11	1.000	1.00
tier0_CSV2890	bacil	1	1.000	3	1.000	1.00
tier0_CSV2890	april	2	1.000	1	1.000	1.00
tier0_CSV2890	satelit	2	1.000	8	1.000	1.00
tier0_CSV2890	asekur	7	1.000	12	1.000	1.00
tier0_CSV2890	asemble	1	1.000	4	1.000	1.00
tier0_CSV2890	profesor	2	1.000	6	1.000	1.00
tier0_CSV2890	te	12	1.000	22	1.000	1.00
tier0_CSV2890	atend	6	1.000	3	1.000	1.00
tier0_CSV2890	atom	5	0.800	20	0.800	1.00
tier0_CSV2890	nerv	3	1.000	15	1.000	1.00
tier0_CSV2890	ripar	6	1.000	1	1.000	1.00
tier0_CSV2890	au^tun	3	1.000	5	1.000	1.00
tier0_CSV2890	avert	3	1.000	1	1.000	1.00
tier0_CSV2890	bakteri	2	1.000	2	1.000	1.00
tier0_CSV2890	bal	1	1.000	2	1.000	1.00
tier0_CSV2890	bambu	5	1.000	4	1.000	1.00
tier0_CSV2890	bandag^	2	1.000	1	1.000	1.00
tier0_CSV2890	numeral	1	1.000	2	1.000	1.00
tier0_CSV2890	literatur	4	1.000	12	1.000	1.00
tier0_CSV2890	pipr	2	0.500	6	0.500	1.00
tier0_CSV2890	viand	4	1.000	13	1.000	1.00
tier0_CSV2890	blind	8	0.500	6	0.500	1.00
tier0_CSV2890	ov	8	1.000	16	1.000	1.00
tier0_CSV2890	dezir	10	0.400	5	0.400	1.00
tier0_CSV2890	intenc	4	1.000	3	1.000	1.00
tier0_CSV2890	likv	7	1.000	13	1.000	1.00
tier0_CSV2890	botanik	4	1.000	3	1.000	1.00
tier0_CSV2890	bot	4	1.000	5	1.000	1.00
tier0_CSV2890	fel	3	1.000	8	1.000	1.00
tier0_CSV2890	brov	2	1.000	2	1.000	1.00
tier0_CSV2890	statu	2	1.000	1	1.000	1.00
tier0_CSV2890	buked	1	1.000	2	1.000	1.00
tier0_CSV2890	lakt	11	0.909	22	0.909	1.00
tier0_CSV2890	kau^z	6	1.000	6	1.000	1.00
tier0_CSV2890	ceramik	4	1.000	3	1.000	1.00
tier0_CSV2890	cinam	1	1.000	2	1.000	1.00
tier0_CSV2890	c^arm	5	1.000	1	1.000	1.00
tier0_CSV2890	divid	15	0.667	3	0.667	1.00
tier0_CSV2890	reakci	7	1.000	13	1.000	1.00
tier0_CSV2890	lantern	4	1.000	6	1.000	1.00
tier0_CSV2890	dimanc^	4	1.000	1	1.000	1.00
tier0_CSV2890	insekt	5	1.000	8	1.000	1.00
tier0_CSV2890	dang^er	7	1.000	2	1.000	1.00
tier0_CSV2890	dedic^	4	1.000	1	1.000	1.00
tier0_CSV2890	parfum	3	1.000	3	1.000	1.00
tier0_CSV2890	pronom	1	1.000	5	1.000	1.00
tier0_CSV2890	demokrat	9	1.000	13	1.000	1.00
tier0_CSV2890	reflekt	6	1.000	6	1.000	1.00
tier0_CSV2890	dign	3	0.333	6	0.333	1.00
tier0_CSV2890	fingr	10	1.000	17	1.000	1.00
tier0_CSV2890	muskol	3	1.000	6	1.000	1.00
tier0_CSV2890	dikt	3	1.000	1	1.000	1.00
tier0_CSV2890	diplomat	6	1.000	4	1.000	1.00
tier0_CSV2890	doktor	5	1.000	5	1.000	1.00
tier0_CSV2890	konsist	5	1.000	2	1.000	1.00
tier0_CSV2890	paser	1	1.000	2	1.000	1.00
tier0_CSV2890	kupon	2	1.000	4	1.000	1.00
tier0_CSV2890	generaci	4	1.000	2	1.000	1.00
tier0_CSV2890	manik	2	0.500	2	0.500	1.00
tier0_CSV2890	signif	8	0.500	4	0.500	1.00
tier0_CSV2890	univers	2	1.000	1	1.000	1.00
tier0_CSV2890	planed	5	1.000	3	1.000	1.00
tier0_CSV2890	tondr	4	1.000	3	1.000	1.00
tier0_CSV2890	suspekt	8	1.000	1	1.000	1.00
tier0_CSV2890	urin	7	0.857	7	0.857	1.00
tier0_CSV2890	h^emi	1	1.000	1	1.000	1.00
tier0_CSV2890	kristal	8	1.000	11	1.000	1.00
tier0_CSV2890	vom	8	1.000	3	1.000	1.00
tier0_CSV2890	injekt	4	1.000	2	1.000	1.00
tier0_CSV2890	etn	5	1.000	8	1.000	1.00
tier0_CSV2890	fajf	6	1.000	1	1.000	1.00
tier0_CSV2890	fakt	3	1.000	1	1.000	1.00
tier0_CSV2890	fantazi	6	0.500	2	0.500	1.00
tier0_CSV2890	traktat	2	1.000	6	1.000	1.00
tier0_CSV2890	fau^k	2	1.000	1	1.000	1.00
tier0_CSV2890	fazeol	1	1.000	1	1.000	1.00
tier0_CSV2890	festen	3	1.000	2	1.000	1.00
tier0_CSV2890	soci	10	1.000	16	1.000	1.00
tier0_CSV2890	filozof	5	1.000	1	1.000	1.00
tier0_CSV2890	fluid	7	1.000	2	1.000	1.00
tier0_CSV2890	fojn	3	1.000	3	1.000	1.00
tier0_CSV2890	fonetik	3	1.000	1	1.000	1.00
tier0_CSV2890	formul	3	1.000	1	1.000	1.00
tier0_CSV2890	putr	8	1.000	1	1.000	1.00
tier0_CSV2890	sag	4	1.000	3	1.000	1.00
tier0_CSV2890	fost	1	1.000	2	1.000	1.00
tier0_CSV2890	fotel	1	1.000	1	1.000	1.00
tier0_CSV2890	frakci	2	1.000	1	1.000	1.00
tier0_CSV2890	printemp	3	1.000	4	1.000	1.00
tier0_CSV2890	vintr	9	1.000	10	1.000	1.00
tier0_CSV2890	konferenc	3	1.000	2	1.000	1.00
tier0_CSV2890	gramatik	5	1.000	8	1.000	1.00
tier0_CSV2890	grav	9	1.000	4	1.000	1.00
tier0_CSV2890	kancer	4	0.750	12	0.750	1.00
tier0_CSV2890	tapis^	2	1.000	2	1.000	1.00
tier0_CSV2890	ideal	5	1.000	1	1.000	1.00
tier0_CSV2890	indeks	3	1.000	1	1.000	1.00
tier0_CSV2890	revoluci	5	1.000	4	1.000	1.00
tier0_CSV2890	konserv	12	0.750	4	0.750	1.00
tier0_CSV2890	interez	2	1.000	2	1.000	1.00
tier0_CSV2890	lingvistik	3	1.000	4	1.000	1.00
tier0_CSV2890	molekul	2	1.000	6	1.000	1.00
tier0_CSV2890	kandidat	8	1.000	3	1.000	1.00
tier0_CSV2890	pasag^er	1	1.000	7	1.000	1.00
tier0_CSV2890	persik	1	1.000	2	1.000	1.00
tier0_CSV2890	kin	3	1.000	4	1.000	1.00
tier0_CSV2890	kirurg	2	1.000	4	1.000	1.00
tier0_CSV2890	klasik	3	1.000	4	1.000	1.00
tier0_CSV2890	klient	2	1.000	1	1.000	1.00
tier0_CSV2890	kling	1	1.000	2	1.000	1.00
tier0_CSV2890	koks	2	0.500	2	0.500	1.00
tier0_CSV2890	konfid	6	1.000	1	1.000	1.00
tier0_CSV2890	universitat	3	1.000	5	1.000	1.00
tier0_CSV2890	konscienc	4	1.000	1	1.000	1.00
tier0_CSV2890	moskit	2	1.000	3	1.000	1.00
tier0_CSV2890	kosm	5	1.000	15	1.000	1.00
tier0_CSV2890	referenc	4	1.000	2	1.000	1.00
tier0_CSV2890	petrol	4	1.000	18	1.000	1.00
tier0_CSV2890	lard	3	1.000	1	1.000	1.00
tier0_CSV2890	leu^tenant	2	1.000	1	1.000	1.00
tier0_CSV2890	lin	2	0.500	2	0.500	1.00
tier0_CSV2890	logik	3	1.000	1	1.000	1.00
tier0_CSV2890	lumb	4	1.000	1	1.000	1.00
tier0_CSV2890	maj	1	1.000	3	1.000	1.00
tier0_CSV2890	matematik	3	1.000	1	1.000	1.00
tier0_CSV2890	talent	3	1.000	2	1.000	1.00
tier0_CSV2890	sekund	3	1.000	4	1.000	1.00
tier0_CSV2890	ros	4	1.000	4	1.000	1.00
tier0_CSV2890	minimum	5	1.000	2	1.000	1.00
tier0_CSV2890	mirakl	3	1.000	1	1.000	1.00
tier0_CSV2890	pokal	1	1.000	1	1.000	1.00
tier0_CSV2890	tinktur	5	1.000	1	1.000	1.00
tier0_CSV2890	neo	1	1.000	1	1.000	1.00
tier0_CSV2890	neu^tral	7	1.000	3	1.000	1.00
tier0_CSV2890	okcident	7	1.000	9	1.000	1.00
tier0_CSV2890	nuanc	2	1.000	1	1.000	1.00
tier0_CSV2890	obstakl	2	1.000	1	1.000	1.00
tier0_CSV2890	ocean	2	1.000	2	1.000	1.00
tier0_CSV2890	palat	2	1.000	3	1.000	1.00
tier0_CSV2890	pap	4	1.000	2	1.000	1.00
tier0_CSV2890	tapet	2	1.000	3	1.000	1.00
tier0_CSV2890	pelt	4	1.000	3	1.000	1.00
tier0_CSV2890	pin	3	1.000	4	1.000	1.00
tier0_CSV2890	pozici	3	0.667	3	0.667	1.00
tier0_CSV2890	proz	4	1.000	1	1.000	1.00
tier0_CSV2890	pulv	3	1.000	3	1.000	1.00
tier0_CSV2890	respublik	5	1.000	1	1.000	1.00
tier0_CSV2890	sekal	1	1.000	1	1.000	1.00
tier0_CSV2890	spic	6	1.000	2	1.000	1.00
tier0_CSV2890	standard	2	1.000	1	1.000	1.00
tier0_CSV2890	subit	3	1.000	1	1.000	1.00
tier0_CSV2890	tajl	2	1.000	1	1.000	1.00
tier0_CSV2890	tragedi	3	1.000	1	1.000	1.00
tier0_CSV2890	tragik	1	1.000	1	1.000	1.00
tier0_CSV2890	tritik	2	1.000	3	1.000	1.00
tier0_CSV2890	vak	3	1.000	4	1.000	1.00
tier0_CSV2890	vulgar	8	1.000	1	1.000	1.00
tier0_CSV2890	direkt	19	0.368	8	0.375	1.02
tier0_CSV2890	magnet	11	0.909	55	0.927	1.02
tier0_CSV2890	monat	11	0.909	13	0.923	1.02
tier0_CSV2890	intern	8	0.875	18	0.889	1.02
tier0_CSV2890	polic	6	0.833	13	0.846	1.02
tier0_CSV2890	person	11	0.909	13	0.923	1.02
tier0_CSV2890	fru	10	0.600	13	0.615	1.03
tier0_CSV2890	publik	12	0.833	29	0.862	1.03
tier0_CSV2890	help	13	0.615	25	0.640	1.04
tier0_CSV2890	form	28	0.607	80	0.637	1.05
tier0_CSV2890	kolor	21	0.905	64	0.953	1.05
tier0_CSV2890	tekst	7	0.571	5	0.600	1.05
tier0_CSV2890	lit	7	0.429	33	0.455	1.06
tier0_CSV2890	kant	11	0.182	26	0.192	1.06
tier0_CSV2890	urb	15	0.733	42	0.786	1.07
tier0_CSV2890	c^apel	6	0.833	9	0.889	1.07
tier0_CSV2890	karn	6	0.833	10	0.900	1.08
tier0_CSV2890	grund	4	0.500	11	0.545	1.09
tier0_CSV2890	voj	21	0.333	85	0.365	1.09
tier0_CSV2890	ter	26	0.423	80	0.463	1.09
tier0_CSV2890	pek	12	0.917	4	1.000	1.09
tier0_CSV2890	natur	12	0.667	40	0.725	1.09
tier0_CSV2890	par	4	0.250	11	0.273	1.09
tier0_CSV2890	sekret	7	0.714	9	0.778	1.09
tier0_CSV2890	roman	7	0.714	14	0.786	1.10
tier0_CSV2890	ost	11	0.909	23	1.000	1.10
tier0_CSV2890	fam	11	0.909	3	1.000	1.10
tier0_CSV2890	sklav	11	0.909	7	1.000	1.10
tier0_CSV2890	boat	4	0.250	18	0.278	1.11
tier0_CSV2890	eduk	10	0.900	18	1.000	1.11
tier0_CSV2890	uz	27	0.630	20	0.700	1.11
tier0_CSV2890	kvadrat	4	0.750	6	0.833	1.11
tier0_CSV2890	soldat	6	0.667	12	0.750	1.12
tier0_CSV2890	korp	7	0.714	30	0.800	1.12
tier0_CSV2890	preg^	6	0.667	4	0.750	1.12
tier0_CSV2890	strat	8	0.500	16	0.562	1.12
tier0_CSV2890	digest	9	0.889	6	1.000	1.12
tier0_CSV2890	sufer	9	0.667	4	0.750	1.12
tier0_CSV2890	sud	9	0.889	14	1.000	1.12
tier0_CSV2890	kred	17	0.706	10	0.800	1.13
tier0_CSV2890	dekstr	8	0.875	10	1.000	1.14
tier0_CSV2890	instru	14	0.786	19	0.895	1.14
tier0_CSV2890	kalkul	21	0.667	17	0.765	1.15
tier0_CSV2890	mond	8	0.750	38	0.868	1.16
tier0_CSV2890	fos	13	0.692	5	0.800	1.16
tier0_CSV2890	aplik	7	0.857	3	1.000	1.17
tier0_CSV2890	aventur	7	0.857	2	1.000	1.17
tier0_CSV2890	brun	8	0.375	16	0.438	1.17
tier0_CSV2890	danc	8	0.500	12	0.583	1.17
tier0_CSV2890	konfuz	7	0.857	1	1.000	1.17
tier0_CSV2890	stel	7	0.714	30	0.833	1.17
tier0_CSV2890	viv	42	0.405	86	0.477	1.18
tier0_CSV2890	punkt	10	0.800	41	0.951	1.19
tier0_CSV2890	jar	49	0.796	55	0.945	1.19
tier0_CSV2890	organ	17	0.235	25	0.280	1.19
tier0_CSV2890	suker	8	0.750	18	0.889	1.19
tier0_CSV2890	trafik	3	0.667	25	0.800	1.20
tier0_CSV2890	manier	6	0.167	15	0.200	1.20
tier0_CSV2890	bord	8	0.625	4	0.750	1.20
tier0_CSV2890	fund	6	0.833	4	1.000	1.20
tier0_CSV2890	analiz	6	0.833	6	1.000	1.20
tier0_CSV2890	respond	16	0.250	10	0.300	1.20
tier0_CSV2890	papili	3	0.333	10	0.400	1.20
tier0_CSV2890	juvel	6	0.833	1	1.000	1.20
tier0_CSV2890	plur	3	0.667	30	0.800	1.20
tier0_CSV2890	verk	14	0.714	22	0.864	1.21
tier0_CSV2890	nov	13	0.615	48	0.750	1.22
tier0_CSV2890	atent	11	0.818	1	1.000	1.22
tier0_CSV2890	perl	4	0.750	13	0.923	1.23
tier0_CSV2890	salt	19	0.684	13	0.846	1.24
tier0_CSV2890	haven	3	0.667	6	0.833	1.25
tier0_CSV2890	antikv	5	0.800	1	1.000	1.25
tier0_CSV2890	rezon	5	0.600	4	0.750	1.25
tier0_CSV2890	ombr	10	0.600	8	0.750	1.25
tier0_CSV2890	pac	17	0.765	21	0.952	1.25
tier0_CSV2890	manipul	5	0.800	1	1.000	1.25
tier0_CSV2890	mizer	5	0.400	2	0.500	1.25
tier0_CSV2890	vegetal	5	0.800	1	1.000	1.25
tier0_CSV2890	medi	4	0.750	35	0.943	1.26
tier0_CSV2890	plant	13	0.692	27	0.889	1.28
tier0_CSV2890	flar	8	0.625	5	0.800	1.28
tier0_CSV2890	nask	24	0.542	23	0.696	1.28
tier0_CSV2890	lum	19	0.474	76	0.605	1.28
tier0_CSV2890	operaci	9	0.222	7	0.286	1.29
tier0_CSV2890	frenez	9	0.778	1	1.000	1.29
tier0_CSV2890	s^tof	3	0.333	7	0.429	1.29
tier0_CSV2890	pas^t	9	0.778	2	1.000	1.29
tier0_CSV2890	ministr	9	0.556	22	0.727	1.31
tier0_CSV2890	konform	10	0.500	3	0.667	1.33
