root	層	漢字	接地	生物名	F	接地した定義語根	定義文
rakialgi	PIV	脊痛	Y		1	dolor=痛,raki=脊ᴿ	Doloro de rakio.
ramforink	PIV	龙ᴿ	Y	Y	1	pterodaktil=龙ᴾᴰ,pteranodont=龙ᴾᵀ	G. (Genro) (Rhamphorhynchus) de malgrandaj, longvostaj flugsau^roj el j^urasio k tre malfr
rami	PIV	草ᴿᴹ	Y	Y	1	bemeri=草ᴮᴱ,bemeri=草ᴮᴱ	1 (ark. (arkaismo, arkaisme)) G. (Genro) (Ramium) nomenklature ne legitima de bemerio. 2 C
ramn	PIV	木ᴿᴹ	Y	Y	1	arbust=灌木,frangol=木,alatern=木ᴬᴱ,frangol=木	G. (Genro) (Rhamnus el ramnacoj) de arbustoj au^ arboj kun simplaj folioj, kun malgrandaj,
rampl	PIV	坡道	Y		1	dekliv=坡	Dekliva vojo, ebliganta al veturiloj atingi la suprajn etag^ojn de konstruaj^o.
rapunkol	PIV	草ᴿᴾ	Y	Y	1	kampanul=草,herb=草	Sp. (Specio) de kampanulo (Campanula rapunculus) el Eu^ropo, U Azio k N Afriko, dujara her
rati	PIV	比ᴿ	Y		1	proporci=比ᴾ	(evi (evitinda)) = proporcio 4, rilatumo.
rau^volfi	PIV	草ᴿᵁ̆	Y	Y	1	herb=草	G. (Genro) (Rauvolfia el apocinacoj) de 60 sp-oj (specioj) de tropikaj herboj, kelkaj uzat
read	PIV	草ᴿᴰ	Y	Y	1	papaver=草,papaver=草	Sp. (Specio) de papavero (Papaver rhoeas) kun g^enerale skarlataj floroj, hejma en Eu^ropo
rekognosk	PIV	侦ᴿ	Y		1	skolt=侦	(ntr (netransitiva)) = skolti (pp (se paroli pri) soldato).
remor	PIV	鱼ᴿᴹ	Y	Y	1	fiŝ=鱼	G. (Genro) (Remora) de precipe tropikaj k subtropikaj marfis^oj el la ordo de perkoformaj,
reniat	PIV	金盐ᴿ	Y		1	sal=盐	Salo de reniata acido H 2 ReO 4.
retinit	PIV	网膜炎	Y		1	inflam=炎,retin=网膜	Inflamo de retino(j)
retinopati	PIV	网膜病	Y		1	retin=网膜	Afekcio de la retino
reum	PIV	草ᴿᵁ	Y	Y	1	herb=草	G. (Genro) (Rheum el poligonacoj) de plurjaraj herboj sen-au^ mallong-tigaj, kun larg^aj, 
reu^matolog	PIV	风湿学家	Y		1	reu^matologi=风湿学	Specialisto pri reu^matologio.
reu^matologi	PIV	风湿学	Y		1	reu^matism=风湿主义	Studo de la diversaj reu^matismoj.
rinit	PIV	鼻炎	Y		1	inflam=炎,naz=鼻	Inflamo de la naza mukozo.
rinologi	PIV	鼻学	Y		1	naz=鼻	Studo de la nazaj kavoj k de ties afekcioj.
rinoplasti	PIV	鼻塑	Y		1	plasti=塑ᴾᴸ	Vd (vidu) plastio.
rinoskopi	PIV	鼻镜	Y		1	spegul=镜	Esplorado de la nazkavoj, au^ tra la naztruoj au^ tra la faringo, per spegulo.
rinant	PIV	草ᴿᵀ	Y	Y	1	herb=草	G. (Genro) (Rhinanthus el skrofulariacoj) de unu-k plur-jaraj duonparazitaj herboj kun kva
rizopod	PIV	根足	Y	Y	1	pseu^dopod=伪足	Superklaso (Rhizopoda) de protozooj kun c^efa formo amebeca, t.e. (tio estas) kun pseu^dop
romboedr	PIV	菱面	Y		1	edr=面,romb=菱	Paralelepipedo, kies c^iuj edroj estas romboj.
rosometr	PIV	露计	Y		1	ros=露	Aparato por mezuri per pesado la kvanton de estig^inta roso.
rubetr	PIV	鸟ᴿ	Y	Y	1	saksikol=鸟ˢˢ	Sp. (Specio) de saksikolo (Saxicola rubetra) kun malhelaj vangoj, blanka strieto super c^i
rubi	PIV	草ᴿᴮ	Y	Y	1	herb=草	G. (Genro) (Rubia el rubiacoj) de plurjaraj herboj k arbustetoj kun kontrau^e duopaj folio
rumeks	PIV	草ᴿᴷ	Y	Y	1	herb=草,patienc=草ᴾᴬ	G. (Genro) (Rumex el poligonacoj) de unu-k plur-jaraj herboj kun floroj en grapolo au^ pan
rusul	PIV	菌ᴿ	Y	Y	1	laktari=菌ᴸᴿ	G. (Genro) (Russula el rusulacoj) de ombrelfungoj diferencaj de laktario i.a. (interalie, 
rutel	PIV	鱼ᴿᵀ	Y	Y	1	leu^cisk=鱼ᴸᵁ̆,fiŝ=鱼,plot=鱼	G. (Genro) (Rutilus), parenca al leu^cisko, de fis^oj el la fam. (familio) ciprinedoj, viv
sakarometr	PIV	蔗计	Y		1	polarimetr=极计	Polarimetro, indikanta la proporcion de sukero en solvaj^o.
saksikol	PIV	鸟ˢˢ	Y	Y	1	bird=鸟,rubetr=鸟ᴿ	G. (Genro) (Saxicola), parenca al enanto, de birdoj el la ordo de paseroformaj, fam. (fami
salikat	PIV	柳盐	Y		1	sal=盐,salik=柳	Salo de salik(il)ata acido, uzata kontrau^ febro, doloro k inflamo (precipe c^e reu^matism
salikorni	PIV	草ˢᴬᴸ	Y	Y	1	herb=草	G. (Genro) (Salicornia el kenopodiacoj) de salejaj plantoj - unu-k plur-jaraj sukulentaj h
salpingit	PIV	卵管炎	Y		1	inflam=炎,salping=卵管	Inflamo de salpingo(j).
salsol	PIV	草ˢᴸ	Y	Y	1	salikorni=草ˢᴬᴸ,salikorni=草ˢᴬᴸ	G. (Genro) (Salsola el kenopodiacoj) de salejaj plantoj tre parencaj al salikornio sed kun
salvelen	PIV	鱼ˢᴸ	Y	Y	1	fiŝ=鱼	G. (Genro) (Salvelinus) de fis^oj el la fam. (familio) salmonedoj, tre diversformaj, vivan
samol	PIV	草ˢᴹ	Y	Y	1	herb=草	G. (Genro) (Samolus el primolacoj) de plurjaraj herboj kun integraj, de lini-g^is spatul-f
sangvisorb	PIV	草ˢᴮ	Y	Y	1	herb=草	G. (Genro) (Sanguisorba, sin. (sinonimo (de latinscienca nomo)) Poterium, el rozacoj) de p
sanikl	PIV	伞ˢᴺ	Y	Y	1	umbel=伞	G. (Genro) (Sanicula el apiacoj) de plurjaraj herboj kun simplaj, mane duon-au^ kvazau^-di
sanpau^li	PIV	草ˢᴺ	Y	Y	1	herb=草	G. (Genro) (Saintpaulia el gesneriacoj) de plurjaraj herboj kun 1−2-opaj, bluaj, blankaj, 
saponari	PIV	草ˢᴼ	Y	Y	1	herb=草	G. (Genro) (Saponaria el kariofilacoj) de unu-, du-k plur-jaraj herboj kun kontrau^e duopa
sapor	PIV	味ˢ	Y		1	gust=味	(ntr (netransitiva)) Gusti 1.
saprofit	PIV	腐植	Y		1	sapr=腐ˢᴿ,epifit=表植	1 Vegetaj^o, vivanta el sapro. Vd parazito, epifito. 2 Saprobakterio.
saprozo	PIV	腐兽	Y	Y	1	protozo=原兽,sapr=腐ˢᴿ	Protozoo au^ metazoo, vivanta el sapro.
saraceni	PIV	草ˢᴵ	Y	Y	1	nepent=草ᴺᴺ,nepent=草ᴺᴺ	G. (Genro) (Sarracenia el saraceniacoj) de insektomang^antaj plantoj, havantaj urnojn simi
sarak	PIV	木ˢᴿ	Y	Y	1	as^ok=木ᴬˢ̂	G. (Genro) (Saraca el fabacoj) de arboj kun nepare plume kunmetaj folioj k kun okulfrape k
sature	PIV	草ˢᵀ	Y	Y	1	herb=草	G. (Genro) (Satureja el lamiacoj) de tre aromaj plantoj - unujaraj herboj k precipe arbust
scintilogram	PIV	闪图	Y		1	skem=图,scintilografi=闪志	Skema perpunkta bildo de organo ricevita per scintilografio.
scintilometr	PIV	闪计	Y		1	fotometr=光计	Au^tomate registranta fotometro, por objektive observi la scintiladon de astroj.
scirp	PIV	草ˢᶜ	Y	Y	1	herb=草,izolepid=草ᴵᴸ,junk=草	1 (ss (striktasence)) G. (Genro) (Scirpus el ciperacoj) de unu-, du-k plur-jaraj herboj ku
sebast	PIV	鱼ˢᴮ	Y	Y	1	fiŝ=鱼	G. (Genro) (Sebastes) de fis^oj el la ordo de skorpenoformaj, tute rug^aj, naskantaj idojn
sedimentolog	PIV	沉学家	Y		1	sedimentologi=沉学	Specialisto pri sedimentologio.
sedimentologi	PIV	沉学	Y		1	sediment=沉ˢ,sediment=沉ˢ	Scienco pri sedimentoj, sedimentig^o k sedimentaj petroj.
seismograf	PIV	震记ˢᴱ	Y		1	seism=震ˢᴱ	Aparato, por enregistri la horon, dau^ron k intenson de seismaj movoj.
seismogram	PIV	震图	Y		1	seismograf=震记ˢᴱ	Enskribo de seismografo.
seismolog	PIV	震学家	Y		1	seismologi=震学ˢᴱ	Specialisto pri seismologio.
seismologi	PIV	震学ˢᴱ	Y		1	seism=震ˢᴱ	Scienco pri la kau^zoj, efikoj, antau^videbloj ktp (kaj tiel plu) de seismoj.
seksolog	PIV	性学家	Y		1	seksologi=性学	Specialisto pri seksologio.
seksologi	PIV	性学	Y		1	seks=性,patologi=病学	Studo pri la seksaj problemoj, psikologiaj au^ patologiaj, c^e la homo. Vd Freu^do.
selaginel	PIV	羊齿ˢ	Y	Y	1	pteridofit=羊齿植	G. (Genro) (Selaginella el selaginelacoj) de plejparte herbecaj, tufig^antaj, muskaspektaj
selenat	PIV	矿盐ˢ	Y		1	sal=盐	Salo de selenata acido, H 2 SeO 4.
selenit	PIV	矿盐ˢᴵ	Y		1	sal=盐	Salo de selenita acido, H 2 SeO 3.
semekarp	PIV	木ˢᴱ	Y	Y	1	anakardi=木ᴬᴺᴬᴷ	G. (Genro) (Semecarpus el anakardiacoj) de dau^rafoliaj arboj parencaj al anakardio, i.a. 
semiologi	PIV	符学	Y		1	sign=符,sign=符	1 Parto de la medicino pri la signoj de la malsanoj. 2 Scienco pri la sistemojn de signoj 
sensometri	PIV	感测	Y		1	estezometr=感计	Mezurado de la sensiveco de la sensorganoj per specialaj aparatoj (ekz. (ekzemple) estezom
sepsemi	PIV	腐血	Y		1	sang=血	Kn (Kolektiva nomo) de la afekcioj, kau^zataj de la dissemig^o, en la organismon k pere de
serologi	PIV	血清学	Y		1	ser=血清	1 Studo de la modifoj de la sero sub la influo de diversaj malsanoj. 2 Serumologio.
seran	PIV	鱼ˢᴿ	Y	Y	1	fiŝ=鱼	G. (Genro) (Serranus el la fam. (familio) de seranedoj) de maraj fis^oj, ege voremaj, herm
serasalm	PIV	鱼ˢˢ	Y	Y	1	fiŝ=鱼,piranj=鱼ᴾᴺ,piranj=鱼ᴾᴺ	G. (Genro) (Serrasalmus) de dolc^akvaj S-k C-Amerikaj ciprinoformaj fis^oj, kun akregaj de
seratul	PIV	菊ˢᴿ	Y	Y	1	centau^re=菊	G. (Genro) (Serratula el asteracoj) de plurjaraj herboj parencaj al centau^reo; c^. (c^irk
serin	PIV	鸟ˢᴿ	Y	Y	1	bird=鸟	1 G. (Genro) (Serinus) de malgrandaj birdoj el la fam. (familio) de fringedoj. 2 Sp. (Spec
serpentolog	PIV	蛇学家	Y		1	serpentologi=蛇学	Specialisto pri serpentologio.
serpentologi	PIV	蛇学	Y		1	serpent=蛇	Scienco pri la serpentoj.
sesleri	PIV	草ˢˢ	Y	Y	1	herb=草	G. (Genro) (Sesleria el poacoj) de c^. (c^irkau^) 30 sp-oj (specioj) de herboj el Eu^ropo 
sezel	PIV	伞ˢᶻ	Y	Y	1	umbel=伞	G. (Genro) (Seseli el apiacoj) de g^enerale plurjaraj herboj kun plume dividaj folioj k ku
sfagn	PIV	苔ˢ	Y	Y	1	musk=苔	G. (Genro) (Sphagnum el sfagnacoj) de c^. (c^irkau^) 150 sp-oj (specioj) de muskoj, N-hemi
sfeg	PIV	虫ˢ	Y	Y	1	insekt=虫,larv=幼虫	Insekto (Sphex k tre parencaj g-oj (genroj)) el la ordo de himenopteroj, kies larvoj sin n
sfigmograf	PIV	脉记	Y		1	arteri=脉ᴬ	Grafika instrumento, uzata por registri la pulsadon de arterio.
sfigmografi	PIV	脉志	Y		1	sfigmograf=脉记	Arto k procedaro de registrado per sfigmografo. -> sfigmomanometro.
sfinglipid	PIV	天蛾脂	Y		1	lipid=脂ᴸᴾ,gras=脂	Simpla au^ malsimpla lipido, konsistanta i.a. (interalie, inter aliaj) el sfingolo k grasa
siliciid	PIV	硅化	Y		1	silici=硅	Kombinaj^o de metalo kun silicio
silikat	PIV	硅盐ˢᴷ	Y		1	siliciat=硅盐	Tradicia nomo de siliciato.
simarub	PIV	木ˢᴹ	Y	Y	1	kvasi=木ᴷᴬ	(ark. (arkaismo, arkaisme)) Alia nomo (Simarouba, nomenklature ne legitima) de kvasio.
simfalang	PIV	猴ˢᴹ	Y	Y	1	gibon=猴ᴳ	Granda simio (unuspecia g. (genro) Symphalangus syndactylus) parenca al gibono, vivanta en
simfit	PIV	草ˢᶠ	Y	Y	1	herb=草	G. (Genro) (Symphytum el boragacoj) de plurjaraj herboj kun skorpioida cumo el ofte pendaj
simpatektomi	PIV	交感除	Y		1	simpat=交感	Desekco de simpata nervo.
simptomologi	PIV	症学	Y		1	simptom=症ˢ	Studo de la simptomoj de la malsanoj.
simuli	PIV	虫ˢᴹ	Y	Y	1	larv=幼虫	G. (Genro) (Simulium) de tre malgrandaj, sangosuc^antaj moskitoj, kies larvoj vivas en rap
sinkronoskop	PIV	共时镜	Y		1	sinkron=共时	Instrumento por montri, c^u du mas^inoj au^ funkciantaj partoj agas sinkrone.
sinoviit	PIV	滑炎	Y		1	inflam=炎,sinovi=滑ˢᴺ	Inflamo de la sinovia membrano de artiko au^ de la vaginalo de tendeno.
sirapt	PIV	鸟ˢᴾ	Y	Y	1	bird=鸟	G. (Genro) (Syrrhaptes) de kolomboformaj birdoj kun longaj pintaj flugiloj k plumkovritaj 
sium	PIV	伞ˢ	Y	Y	1	sizar=伞ˢᴿ	G. (Genro) (Sium el apiacoj) de plurjaraj herboj ofte subakvaj, kun plume dividaj folioj; 
sizar	PIV	伞ˢᴿ	Y	Y	1	sium=伞ˢ	Sp. (Specio) de siumo (S. sisarum) el E Azio, pasintece kultivata por i.a. (interalie, int
sizimbri	PIV	草ˢᶻ	Y	Y	1	herb=草	G. (Genro) (Sisymbrium el brasikacoj) de unu-, du-k plur-jaraj herboj kun flavaj floroj k 
skanografi	PIV	扫志	Y		1	skanograf=扫记	La tekniko, per kiu funkcias skanografo.
skandik	PIV	伞ˢᴷ	Y	Y	1	umbel=伞	G. (Genro) (Scandix el apiacoj) de unujaraj herboj kun blankaj floroj en malgrandaj umbelo
skarifikator	PIV	划具	Y		1	skarifik=划ˢᴷ	Speciala multeklinga aparato, por skarifiki.
skin	PIV	木ˢᴷ	Y	Y	1	moli=木ᴹᴸ	G. (Genro) (Schinus el anakardiacoj) de dioikaj arboj k trunkarbustoj kun dau^remaj, simpl
skizomicet	PIV	裂菌	Y		1	bakteri=菌ᴮ	(ark. (arkaismo, arkaisme)) = bakterioj, eksklude de la cianobakterioj.
sklare	PIV	草ˢᴿ	Y	Y	1	salvi=鼠尾草,salvi=鼠尾草	Sp. (Specio) de salvio (Salvia sclarea) el S Eu^ropo k U k C Azio, tre aroma pro multaj es
sklerant	PIV	草ˢᴷᴸ	Y	Y	1	herb=草	G. (Genro) (Scleranthus el kariofilacoj) de unu-, du-k plur-jaraj herboj kun malgrandaj, b
sklerotit	PIV	巩膜炎	Y		1	inflam=炎,sklerot=巩膜	Inflamo de skleroto(j) 1.
skolopendri	PIV	羊齿ˢᴷ	Y	Y	1	aspleni=羊齿ᴬˢ,filik=羊齿	Sp. (Specio) de asplenio (Asplenium scolopendrium) el Eu^ropo, pororname kultivata, plurja
skorpiur	PIV	豆ˢ	Y	Y	1	gus^=豆	G. (Genro) (Scorpiurus el fabacoj) de unujaraj herboj, kies helicoidaj gus^oj havas strang
skrofulari	PIV	草ˢᴷᴿ	Y	Y	1	herb=草	G. (Genro) (Scrophularia el skrofulariacoj) de du-k plur-jaraj herboj kun kvarflankaj tigo
skunk	PIV	鼠ˢᴷ	Y		1	mefit=鼠	1 Mefitfelo. 2 = mefito
skutelari	PIV	草ˢᵁ	Y	Y	1	herb=草	G. (Genro) (Scutellaria el lamiacoj) de plantoj - unu-k plur-jaraj herboj k arbustetoj - k
skvaten	PIV	鱼ˢⱽ	Y	Y	1	fiŝ=鱼,raj=鱼	G. (Genro) (Squatina) de maraj fis^oj el la ordo de elasmobrankoj, transig^aj inter s^arko
sofor	PIV	木ˢᶠ	Y	Y	1	arbust=灌木	G. (Genro) (Sophora el fabacoj) de arboj, arbustoj k arbustetoj, kies junaj branc^oj resta
somatogami	PIV	体配	Y		1	somat=体ˢᵀ	(pp (se paroli pri) eu^kariotoj) Fekundig^o per kunig^o de c^eloj nedistingeblaj de la som
sorbus	PIV	木ˢᴮ	Y	Y	1	arbust=灌木,sorp=木	G. (Genro) (Sorbus el rozacoj) de falfoliaj arboj, arbustoj k arbustetoj kun folioj simpla
spargani	PIV	草ˢᴾᴬ	Y	Y	1	herb=草	G. (Genro) (Sparganium el sparganiacoj) de unu-k plur-jaraj, dioikaj herboj kun liniformaj
spekulari	PIV	草ˢᴾᴱᴷ	Y		1	leguzi=草ᴸᴱ	(ark. (arkaismo, arkaisme)) = leguzio.
speleolog	PIV	洞学家	Y		1	speleologi=洞学	Specialisto pri speleologio.
spergul	PIV	草ˢᴾ	Y	Y	1	herb=草	G. (Genro) (Spergula el kariofilacoj) de unu-k du-jaraj herboj kun s^ajne verticilaj, lini
spergulari	PIV	草ˢᴾᴱ	Y	Y	1	herb=草	G. (Genro) (Spergularia el kariofilacoj) de unu-, du-k plur-jaraj herboj kun kontrau^e duo
spermatocit	PIV	精胞	Y		1	ĉel=胞	Virseksa c^elo, devenanta el spermatogonio, naskonta spermatozoon au^ spermation
sporofit	PIV	胞子植	Y	Y	1	plant=植,plant=植,zigot=合子,spor=胞子,gametofit=配子植	(pp (se paroli pri) plantoj havantaj alternadon de generacioj) Duploida generacio de plant
sporangi	PIV	胞子脉	Y	Y	1	ĉel=胞,spor=胞子	Organo au^ c^elo, ene produktanta sporojn
sporogoni	PIV	胞子源	Y	Y	1	sporofit=胞子植,spor=胞子	Sporofito de la briofitoj (muskoj k hepatmuskoj), tipe konsistanta el pedunkleto portanta 
sporotrikum	PIV	菌ˢᴹ	Y	Y	1	fung=菌	G. (Genro) (Sporotrichum) kosmopolita de c^. (c^irkau^) 40 sp-oj (specioj) de neperfektaj 
stakioz	PIV	水苏糖	Y		1	suker=糖	Sukero, tetrasakarido trovig^anta en plantoj, precipe el la fam. (familio) lamiacoj, sed a
stanat	PIV	锡盐	Y		1	sal=盐	Salo de stanata acido H 2 SnO 3.
stanit	PIV	锡盐ˢᴵ	Y		1	sal=盐	Salo de stanita acido H 2 SnO 2.
stapeli	PIV	草ˢᴬ	Y	Y	1	herb=草	G. (Genro) (Stapelia el asklepiadacoj) de sukulentaj, plurjaraj herboj kun g^enerale kvarf
stegosau^r	PIV	龙ˢᴳ	Y	Y	1	dinosau^r=恐龙	G. (Genro) (Stegosaurus) de g randaj herbovoraj dinosau^roj el la ordo ornitiskioj, kun ko
stekiometri	PIV	配比测	Y		1	proporci=比ᴾ	Studo de la proporcioj, lau^ kiuj kombinig^as inter si la kemiaj elementoj.
stelari	PIV	草ˢᴱ	Y	Y	1	herb=草	G. (Genro) (Stellaria el kariofilacoj) de unu-k plur-jaraj, kelkfoje grimpaj herboj kun g^
stelion	PIV	龙ˢᵀ	Y	Y	1	agam=龙ᴬ,agam=龙ᴬ	Sp. (Specio) de agamo (Agama stellio) malhelkolora, E-mediteranea.
sterkuli	PIV	木ˢᴸ	Y	Y	1	kola=木	G. (Genro) (Sterculia el sterkuliacoj), parenca al kolao, de c^. (c^irkau^) 150 sp-oj (spe
stomatit	PIV	口炎	Y		1	inflam=炎,buŝ=口	Kn (Kolektiva nomo) de la inflamoj de la bus^a mukozo
stomatolog	PIV	口学家	Y		1	stomatologi=口学	Specialisto pri stomatologio.
stomatologi	PIV	口学	Y		1	buŝ=口	Parto de la medicino, pri la bus^o k la dentoj.
stomatoskopi	PIV	口镜ˢᴵ	Y		1	stomatoskop=口镜	Arto k scienco esplori per stomatoskopo.
stramoni	PIV	茄ˢᵀ	Y	Y	1	datur=茄,datur=茄	Sp. (Specio) de daturo (Datura stramonium), unujara, tre venena herbo kun trumpetformaj, b
stratigraf	PIV	层记	Y		1	stratigrafi=层志	Specialisto pri stratigrafio.
stratiot	PIV	草ˢᵀᴿ	Y	Y	1	alo=草	G. (Genro) (Stratiotes el hidrokaritacoj) de nur unu sp. (S. aloides), el Eu^ropo k Azio, 
stratum	PIV	层ˢᴹ	Y		1	tavol=层,tavol=层,tavol=层	1 Tavolo 2. 2 C^iu el la sinsekvaj tavoloj de la epidermo. 3 Horizontala tavolo de vegetaj
strelici	PIV	草ˢᵀᴿᴱ	Y	Y	1	herb=草	G. (Genro) (Strelitzia el streliciacoj) de 5 sp-oj (specioj) de S-Afrikaj plurjaraj herboj
streptopeli	PIV	鸟ˢᴱ	Y	Y	1	bird=鸟	G. (Genro) (Streptopelia) de birdoj el la fam. (familio) de kolombedoj, al kiu apartenas i
stroboskopi	PIV	闪镜ˢᴵ	Y		1	stroboskop=闪镜	Metodo de observado per stroboskopo.
strofant	PIV	木ˢᴼ	Y	Y	1	arbust=灌木	G. (Genro) (Strophantus el apocinacoj) de lignecaj lianoj au^ arbustoj; c^. (c^irkau^) 40 
strofari	PIV	菌ˢᵀ	Y	Y	1	foliot=菌ᶠᴸ,hifolom=菌ᴴᶠ	G. (Genro) (Stropharia el strofariacoj) de ombrelfungoj kun ringo k brunvioletaj lamenoj; 
stuphar	PIV	填毛	Y		1	har=毛,stup=填	Havanta harojn similajn al stupo per sia flavhela koloro.
sukerat	PIV	糖盐	Y		1	sal=盐,glukoz=糖	Salo de sukerata acido, C 6 H 10 O 8, oksidig^a produkto de glukozo.
sukub	PIV	魔ˢᴷ	Y		1	diabl=魔,inkub=梦魔	Diablo, kiu alprenis la formon de virino, por kunig^i kun viro. Vd inkubo.
sul	PIV	鸟ˢᴸ	Y	Y	1	bird=鸟	G. (Genro) (Sula) de grandaj birdoj el la ordo de pelikanoformaj, kiuj log^as kolonie sur 
sulfamat	PIV	氨硫盐	Y		1	sal=盐	Salo de sulfamata acido H 2 NSO 3 H
sulfinat	PIV	硫盐ˢᴺ	Y		1	sal=盐	Salo de sulfinata acido, kun g^enerala formulo R-S(O)OH.
sumak	PIV	木ˢᵁ	Y	Y	1	arbust=灌木,ro=木	G. (Genro) (Rhus el anakardiacoj) de dioikaj au^ poligamiaj arboj k arbustoj kun venena se
surmulet	PIV	鱼ˢᵀ	Y	Y	1	fiŝ=鱼,fiŝ=鱼	Sp. (Specio) (Mullus surmuletus) de fis^o el la ordo de perkoformaj fis^oj, kun rug^a dors
sviteni	PIV	木ˢⱽ	Y	Y	1	mahagon=木	G. (Genro) (Swietenia el meliacoj) de ofte grandaj arboj kun pare plume kunmetaj folioj; 3
s^tern	PIV	鸟ˢ̂	Y	Y	1	bird=鸟	Birdo (Sterna k parencaj g-oj (genroj)) el la ordo de karadriformaj, kun tondiloforma vost
tadorn	PIV	鸟ᵀᴰ	Y	Y	1	bird=鸟,merg^=鸟ᴹᴿ	G. (Genro) (Tadorna) de birdoj el la ordo de anseroformaj, fam. (familio) de anasedoj, kun
takikardi	PIV	速心	Y		1	kor=心	Normala au^ nenormala akcelo de la kora pulsado.
takimetr	PIV	速计ᵀ	Y		1	rapidometr=速计	(evi (evitinda)) = rapidometro.
taksonom	PIV	分类	Y		1	klasifik=类	Specialisto pri taksonomio.
taliktr	PIV	草ᵀᵀ	Y	Y	1	herb=草	G. (Genro) (Thalictrum el ranunkolacoj) de plurjaraj herboj kun 2−3-oble plume kunmetaj fo
talon	PIV	券ᵀ	Y		1	kupon=券	1 Tiu responda, komplementa parto de c^eko, kvitanco, atestfolio ks (kaj simile, kaj simil
tangar	PIV	鸟ᵀᴳ	Y	Y	1	tanagr=鸟,bird=鸟	G. (Genro) (Tangara, sin. (sinonimo (de latinscienca nomo)) Tanagra) de okulfrape koloraj 
