"root"	"kanji"	"gloss"
"kogn"	"识"	"【哲】【PIV】(tr (transitiva)) Rekoni, perc ／ 【PIV】Fenomeno au^ ago, per kiu oni per ／ 【PIV】Rilata al kogno: la kognaj proble"
"moks"	"艾"	"【医】つぼ ／ 【医】灸（きゅう）;もぐさ（sekigita artemizio）"
"falang"	"阵"	"【軍】（古代ギリシアの）密集方陣,ファランクス;【解】指節骨（しせっこつ） ／ 【史】【PIV】Fas^isma hispana movado, fondi"
"sokl"	"墩"	"【建】（円柱・彫像などの）台座,台石（比較的平たい）,>>piedestal"
"grif"	"狮鹰"	"【神】グリュプス,グリフォン（頭と翼が鷲で胴体がライオンである怪獣）;【鳥】"
"stomp"	"晕染"	"［他］擦筆でぼかす;ぼかす ／ 【PIV】Cilindro el volvita sorbopapero a"
"mec^"	"芯"	"灯心,（ろうそくなどの）芯;火縄;導火線;【医】（排膿用の）ガーゼ芯"
"invad"	"侵"	"［他］侵入する,侵略する;押し寄せる,殺到する ／ 侵入,侵略,侵攻;殺到 ／ イナゴの襲来"
"prunel"	"野李"	"【果】スピノサスモモの実"
"border"	"缘"	"［他］縁取る ／ 縁取;【服】縁飾り"
"afin"	"缘"	"【PIV】1 Prezentanta similecojn de struk ／ 【PIV】(ntr (netransitiva)) Esti afina ("
"maniok"	"薯"	"【植】ニガキャッサバ ／ 【植】アマキャッサバ ／ 【植】キャッサバ,マニオク,>>tapioko"
"trole"	"触轮"	"【交】トロリー,触輪"
"stapl"	"囤"	"［他］倉庫に集積する,置場に積む ／ 保管倉庫,貨物置場,=stokejo;【情】キャッシュメモリ,=kas^me"
"akapar"	"囤"	"［他］買占める,=forac^eti;独占する ／ 買い占め,独占"
"top"	"帆楼"	"【海】トップ,檣楼（しょうろう）"
"absint"	"苦艾"	"【料】アブサン（酒） ／ 【植】ニガヨモギ（苦艾）（種）;=absinta likvoro（アブサン）"
"geril"	"游击"	"【軍】ゲリラ隊員 ／ ［自］【軍】ゲリラ戦をする ／ 【軍】ゲリラ戦 ／ 都市ゲリラ"
"saten"	"缎"	"【服】綿繻子（めんしゅす） ／ 【織】サテン,繻子（しゅす） ／ 【PIV】1 Rilata al la sateno. 2 Glata ki"
"damask"	"缎"	"【織】ダマスク織,どんす（緞子） ／ 【地名】ダマスカス（シリアの首都） ／ 【PIV】(tr (transitiva)) Teksi lau^ la p ／ 【PIV】Log^anto en Damasko."
"orgi"	"纵欲"	"乱痴気騒ぎ,酒池肉林の大饗宴;【史】バッカス祭 ／ 【PIV】Rilata al orgio: orgia kulto (de  ／ 【PIV】Plenumi orgion."
"kondr"	"软骨"	"【医】【地質】【PIV】1 Kartilago (en kunmetaj^o"
"timon"	"车杆"	"（牛馬につなぐ）かじ棒,ながえ（轅）"
"anten"	"触角"	"【虫】触角;【通】アンテナ ／ 【通】八木アンテナ ／ 【PIV】Rilata al anteno: antena reto (ar"
"ratif"	"批"	"［他］=ratifiki（批准する） ／ =ratifiko（批准）"
"aline"	"换行"	"［自］【印】改行する ／ 【印】（改行して）字下げになった行;（改行から次の改行までの）段落"
"delt"	"三角洲"	"【地理】三角洲;デルタ（ギリシア文字Δ，δ） ／ 【PIV】Delto 1."
"faks"	"传真"	"［他］ファックスで送る,=telekopii ／ ファックス（送受信物）,=telekopio"
"babord"	"船左"	"【海】左舷当直 ／ 左舷に ／ 【海】左舷,><tribordo ／ 【PIV】S^ipanoj, kiuj apartenas al la ba"
"granat"	"榴"	"【果】ザクロ"
"punik"	"榴"	"【植】【PIV】G. (Genro) (Punica el punikaco ／ 【史】【PIV】Rilata al Kartaganoj: Punikaj "
"kanton"	"州"	"（フランスの）郡;（スイスの）州 ／ 【日】郡（こおり）【私家版】 ／ 【地名】カントン（広東，コワンチョウ(広州)の旧称，中国）"
"frez"	"削"	"［他］【機】フライスで削る"
"dekret"	"颁"	"［他］【政】（政令を）発令する,布告する ／ 【政】（行政責任者の）命令,政令;勅令 ／ 省令 ／ 【政】省令"
"kapok"	"木棉"	"【植】カポック,パンヤ綿（クッション・救命胴衣の詰め物にする）"
"bombak"	"木棉"	"【植】【PIV】G. (Genro) (Bombax el bombakac"
"hum"	"腐土"	"【農】腐植土;《般》庭土"
"larik"	"落松"	"【植】アメリカカラマツ（種） ／ 【植】ヨーロッパカラマツ（種） ／ 【植】カラマツ（種） ／ 【植】カラマツ（属）"
"bemol"	"降"	"【楽】フラット,変記号（♭）,><dieso"
"degrad"	"降"	"［他］（地位を）剥奪（はくだつ）する,免職する;降格させる,><promoc ／ （地位の）剥奪（はくだつ）,免職;降格,降等"
"notari"	"公证"	"公証人の;公証人が作成した ／ 公正証書 ／ 【法】公証人"
"klitor"	"阴蒂"	"【解】陰核,クリトリス ／ 【PIV】Rilata al la klitoro."
"efluv"	"辉"	"【電】グロー放電管 ／ 【電】グロー放電"
"kamera"	"摄"	"【映】（動画撮影用）カメラ,>>fotilo"
"aluvi"	"淤"	"【地理】沖積平野 ／ 沖積地 ／ 【地理】沖積土（ちゅうせきど） ／ 【PIV】Demeti aluviojn."
"koroid"	"脉膜"	"【解】脈絡膜 ／ 【PIV】1 Rilata al koroido. 2 (evi (evit"
"kapel"	"祈堂"	"礼拝堂付き司祭 ／ 【キ】チャペル,礼拝堂;礼拝室"
"arke"	"方舟"	"【聖】（ノアの）箱船 ／ 【数】【PIV】Rilata al arkeo: arkea funkcio ／ 【生】【PIV】Prabakterioj."
"supin"	"仰"	"【PIV】(tr (transitiva)) Turni la antau^ ／ 【PIV】Tiu movo de la antau^brako, k la "
"tenajl"	"钳"	"［他］ペンチではさむ ／ 【機】ペンチ,やっとこ,釘抜き"
"gang"	"脉石"	"【地質】脈石（みゃくせき）,=c^irkau^minaj^o ／ 【地名】ガンジス川（インド） ／ 【PIV】Rilata al Gango: la Ganga delto."
"pep"	"叽"	"［自］（小鳥が）さえずる,ピィピィ鳴く;《転》ペチャクチャしゃべる ／ 【PIV】Ago de iu, kiu pepas: la malforta"
"defil"	"分列"	"［自］【軍】縦列行進する,分列行進する ／ 【軍】縦列行進,=defilado"
"adher"	"附"	"［自］【理】付着する,=algluig^i ／ 【理】【PIV】Forto inter du diversaspecaj s ／ 【PIV】Tia, ke g^i adheras: adhera ruban"
"enkliz"	"附"	"【語】【PIV】Kunfandig^o de morfemo kun la "
"skip"	"班"	"（作業などの）班,チーム"
"skold"	"斥"	"【PIV】(tr (transitiva)) Riproc^e admoni ／ 【PIV】Ago k vortoj de iu, kiu skoldas."
"bivak"	"营"	"［自］野営する,野宿する ／ 【軍】野営,野宿"
"kazern"	"营"	"【軍】兵営,兵舎,=soldatejo"
"galop"	"驰"	"ギャロップで,全速力で ／ ［自］ギャロップで走る,>>ambli,>>troti;《転》大急ぎでする ／ （馬の）駆け足,ギャロップ;【楽】ギャロップ"
"dializ"	"透析"	"［他］【化】透析する ／ 【化】透析"
"avel"	"坚果"	"【果】ハシバミの実,ヘーゼルナッツ"
"ricel"	"窝"	"［他］【法】（盗品などを）隠匿する,故買する,>>kas^i ／ 【PIV】Ago riceli."
"fove"	"窝"	"【解】【PIV】(fovea) Termino por kavetoj: c"
"sodomi"	"肛交"	"［他］肛門性交を行う,=anuse seksumi ／ 肛門性交,男色,=anusa seksumado ／ 【PIV】Praktikanto de sodomio."
"bugr"	"肛交"	"【PIV】(tr (transitiva)) (fm (familiara,"
"halo"	"晕"	"【天】銀河ハロー ／ 【気】（太陽や月の）かさ;【写】ハレーション ／ ［間］（電話で）もしもし！"
"vertig^"	"晕"	"［自］めまいがする,=senti kapturnon ／ 【病】めまい,=kapturno"
"areol"	"晕"	"【解】【医】【PIV】1 Mallarg^a areo c^irkau^ p ／ 【解】【PIV】Rilata al areolo: areolaj glan"
"aj^ur"	"透空"	"【服】透かしの入った;【建】すかし細工の ／ ［他］【服】透かしを入れる ／ 【服】（刺繍・レースの）透かし;【建】すかし細工"
"hosti"	"圣饼"	"【キ】聖体のパン,オスチヤ"
"naft"	"原油"	"【化】ナフサ;《般》原油,=kruda petrolo"
"balast"	"压舱"	"［他］【海】バラストを積む ／ 【海】バラスト,底荷;《転》余計な荷物"
"dedukt"	"演绎"	"【哲】演繹的 ／ 【哲】演繹的推論 ／ ［他］【哲】演繹する,><indukti ／ 【哲】演繹"
"katec^u"	"儿茶"	"【PIV】1 Ekstrakto el la ligno de katec^"
"tampon"	"棉塞"	"【医】【PIV】Sterilizita vatbulo, cilindra  ／ 【PIV】(tr (transitiva)) Haltigi hemorag"
"jul"	"圣诞"	"ユール祭（元来は北欧の冬至祭、現在はキリスト降誕祭）,>>kristnask ／ 【PIV】Forta remilo, kiun oni uzas per t"
"erp"	"耙"	"［他］【農】まぐわでならす"
"rast"	"耙"	"［他］（熊手などで）かく,かき集める;かきならす;【軍】徹底的に捜索する,掃"
"trol"	"拖网"	"【海】トロール網（漁業） ／ 【神】トロル（北欧伝説の巨人または小人）"
"drup"	"核果"	"【植】石果（せきか）（ウメ、モモなど堅い核をもつ多肉果）,=kernofru"
"rod"	"啃"	"［他］=>rong^i（かじる） ／ 【海】（港外の）停泊地,投錨地 ／ 【地名】ロードス島（エーゲ海）,=Rodiso"
"rong^"	"啃"	"［他］かじる,=mordeti"
"verv"	"劲"	"熱のこもった,気合の入った,活気あふれた ／ 情熱をこめて,気合を入れて ／ （芸術・精神活動の）情熱,熱気,熱,意気込み,気合,活気,精彩"
"anabol"	"合成"	"【生】【PIV】Tuto de la procezoj de konstru"
"orkid"	"兰"	"【植】ハクサンチドリ（属）,オルキス;【解】精巣,睾丸（こうがん）,=tes"
"orkide"	"兰"	"《般》【植】ラン（蘭）（科の総称）"
"ha"	"啊"	"［間］あっ！（驚き） ／ ［間］あはは！（笑い） ／ ［間］あはは！（笑い） ／ ［間］あはは！（笑い）"
"klast"	"屑"	"【地質】【PIV】1 Fragmento de rompita krista ／ 【PIV】1 Rilata al klasto. 2 Precipe kon"
"cinabr"	"朱"	"朱の;朱色の ／ 【鉱】シン砂;朱"
"debut"	"初"	"デビュー作 ／ ［自］デビューする,初登場する;世に出る,第一歩を踏み出す ／ デビュー,初登場;（人生・職業の）門出,第一歩"
"novic"	"初"	"【宗】（カトリックの）修練士;見習い僧;《転》初心者,新前,未経験者"
"monark"	"君主"	"（王・皇帝などの）君主,帝王 ／ 【PIV】Rilata al monarko au^ monarkismo:"
"h^ord"	"脊索"	"【動】【PIV】(chorda dorsalis) Kartilageca "
"febl"	"弱"	"《詩》=malforta（弱い）"
"asteni"	"弱"	"【医】【PIV】Nenormala manko de fortoj, ord"
"debil"	"弱"	"【医】【PIV】1 Perdinta siajn fortojn: debi"
"krater"	"坑"	"【地理】火口湖,>>kaldrona lago ／ 【地質】火口,噴火口;【天】クレーター;【史】クラテル（ワインを水で割るため"
"mesi"	"救世"	"【宗】救世主,メシア;【キ】イエス・キリスト;《転》救済者,救世主 ／ 【PIV】Rilata al la Mesio: la Mesiaj pro"
"muar"	"波纹"	"波形模様のついた ／ ［他］【機】（布・紙・金属に）波形模様をつける,モアレ加工する ／ 波形模様,モアレ"
"bigot"	"偏执"	"信心家ぶった,偽善的な,信心に凝り固まった,偏狭な ／ ［自］信心家ぶる,信心に凝り固まる ／ 偽善者,信心に凝り固まった人"
"morb"	"病"	"【医】症候群 ／ 【医】疾病,疾患,=malsano ／ 【PIV】Rilata al morbo: morba ento. Vd p"
"pretor"	"法官"	"【史】【PIV】C^e la Romanoj, c^iu neelektit ／ 【PIV】Rilata al pretoroj: la pretora ju"
"bunt"	"彩"	"=diverskolora（色とりどりの） ／ 【PIV】Eco de iu, io bunta: paradas la a"
"loteri"	"彩"	"宝くじ券 ／ 宝くじ,富くじ;《転》運,巡り合わせ ／ 【PIV】Rilata al loterio: loteria bileto"
"sabot"	"破坏"	"［他］（意図的に）破壊する,妨害する;（仕事を）ぞんざいに行う,手抜きする"
"pigr"	"懒"	"《詩》=maldiligenta（怠惰な） ／ 【PIV】Eco de iu pigra: la urson malindi"
"teni"	"条虫"	"【動】ジョウチュウ（条虫）,サナダムシ（真田虫） ／ 【PIV】Rilata al tenio: tenia antivermaj"
"knar"	"吱"	"［自］きしる,キイと音を立てる"
"glot"	"声门"	"【声】声門破裂音 ／ 【解】声門"
"katod"	"阴"	"【理】カソード,陰極,><anodo"
"mirt"	"香桃"	"【植】ギンバイカ（銀梅花）（属）,ミルテ（アフロディテの神木とされる） ／ 【PIV】Helena virina nomo."
"gap"	"呆"	"ぽかんと ／ ［自］（口を開けて）ぽかんと見とれる"
"inert"	"惰"	"惰性的な,無気力な,消極的な;【化】不活性の ／ 【化】不活性ガス ／ 【医】子宮無力,陣痛微弱"
"sau^r"	"爬虫"	"【動】【PIV】Kn (Kolektiva nomo) de reptili"
"stik"	"插"	"［他］【園】挿し木する ／ 【PIV】Ag(ad)o stiki."
"insert"	"插"	"［他］【園】接ぐ,差し込む;【解】付着させる ／ 【解】付着"
"izomer"	"异构"	"【化】異性体の;【理】異性核の ／ 【化】異性体;【理】異性核"
"pic^"	"阴户"	"《俗》=vulvo（陰門） ／ 【楽】=tonalto（音高）"
"hen"	"嘶"	"［自］（馬が）いななく,ヒヒンとなく,>>bleki ／ 【PIV】C^evalbleko."
"sibl"	"嘶"	"シューッと（長く鋭い）音を立てる ／ ［自］シューシュー（長く鋭い）音を立てる,（風が）ヒューヒュー鳴る ／ シューッという（長く鋭い）音"
"s^us^"	"嘶"	"【PIV】(ntr (netransitiva)) Brui simile  ／ 【PIV】Tia bruo: s^us^aj konsonantoj (s^"
"insil"	"窖藏"	"【PIV】(tr (transitiva)) Konservi furag^"
"opal"	"蛋白石"	"【鉱】オパール,タンパク石"
"lof"	"迎"	"［他］【海】船首を風上にむける ／ 【PIV】Tiu flanko de s^ipo, kiu estas el"
"male"	"捶"	"［他］槌で打つ ／ 木槌,（ポロ競技の）打球槌,>>martelo;【解】（中耳の）槌骨（つちこ ／ 【地名】マレ（モルジブの首都）"
"tif"	"疹"	"【病】発疹チフス ／ 【病】チフス（通称）,>>ekzantema tifo,>>tifoido,"
"mening"	"脑膜"	"【解】髄膜"
"klerik"	"教士"	"聖職者の ／ 【宗】聖職者,僧侶,><laiko,>>ekleziulo"
"bolet"	"菇"	"【菌】イグチ（アミタケ科のキノコの総称）,=tubofungo ／ 【菌】ヌメリイグチ,=buterfungo ／ 【菌】ヤマドリタケ（アミタケ科の食用キノコ） ／ 【菌】ウラベニイグチ（毒キノコ）"
"gamet"	"配子"	"【生】【PIV】Seksa c^elo (tipe unuploida), "
"panter"	"豹"	"【動】クロヒョウ（黒豹）（変種） ／ 【動】ヒョウ（豹）（種）=leopardo;ヒョウ（属）"
"puli"	"滑轮"	"【理】定滑車 ／ 【理】動滑車 ／ 【機】滑車,プーリー"
"ekzorc"	"驱魔"	"［他］【宗】（悪魔・悪霊を）追い払う ／ 【PIV】Ago ekzorci."
"kaj^ol"	"奉"	"へつらいの,おもねるような,甘い ／ ［他］機嫌をとる,（物をねだって）甘える,たらし込む ／ へつらい,おもねり,甘言"
"ekin"	"海胆"	"【動】ウニ,=markas^tano"
"eh^in"	"海胆"	"【PIV】= ekino."
"servir"	"发球"	"【PIV】La komenca bato c^e pilkludoj kie ／ 【PIV】(ntr (netransitiva)) Fari la kome"
"komuni"	"圣餐"	"［他］【キ】聖餐を授ける,聖体を授ける ／ 【キ】聖餐（せいさん）,聖体拝領"
"mitral"	"机枪"	"【軍】軽機関銃,=mas^inpafileto ／ 【軍】機関銃,=mas^inpafilo ／ 【PIV】= mitra 2."
"drakon"	"苛"	"過酷な,厳格な ／ 【人名】ドラコン（古代アテネの立法家） ／ 【PIV】Agi tirane: (azilo), kie la mond'"
"raviol"	"饺"	"【料】水餃子（すいぎょうざ） ／ 【料】ギョーザ（餃子） ／ 【料】焼き餃子 ／ 【PIV】Malgrandaj pastaj^oj, farc^itaj d"
"dekolt"	"低领"	"【服】ローブ・デコルテ（襟ぐりを大きくして肩や背中をあらわにした女性用礼服） ／ ［他］【服】（胸・肩などを大きく）くる;肩（胸・背中）をあらわにする"
"prism"	"棱镜"	"【理】色消しプリズム ／ 角柱の;プリズムの ／ 【数】角柱;【理】プリズム ／ 【数】三角柱"
"cinik"	"冷笑"	"冷笑的な,世をすねた;【哲】犬儒（キニク）学派の"
"edif"	"教化"	"教化のための,教訓的な,ためになる ／ ［他］（宗教的・道徳的に）教化する,感化する,啓発する ／ 【PIV】Ago de iu, kiu edifas: ni ofte pe"
"dekant"	"倾析"	"［他］（ワインなどを）デカントする,上ずみを移しとる"
"konkub"	"内缘"	"内縁の夫,男めかけ,>>kromviro"
"j^ud"	"柔道"	"【運】柔道"
"tekton"	"硬木"	"【植】【PIV】1 G. (Genro) (Tectona el verbe ／ 【PIV】Rilata al tektono."
"kac"	"阳具"	"【PIV】(fm (familiara, familiare)) Penis"
"falus"	"阳具"	"【神】【PIV】1 Prezento de erekta peniso, k ／ 【PIV】Havanta formon de faluso: falusa "
"gilos^"	"编纹"	"［他］編み縄模様を彫る ／ =gilos^aj^o（編み縄模様）;=gilos^ado"
