或	au^	(語釈なし)
按	lau^	一致した,適合した
鞍	sel	［他］鞍（くら）を置く
以	per	間接の;仲介の
尉	leu^tenant	{Ｂ}【軍】中尉
椅	seg^	{Ｂ}いす,腰掛け,座席;席,議席
移	translaci	【理】並進運動
域	sektor	{Ｏ}【数】扇形;【軍】防衛区域;【経】（産業）部門
一	unu	第一の,一番目の,最初の;初めての,初期の;一等の,一級の
咽	faring	{Ｏ}【解】咽頭（いんとう）
姻	bo	(語釈なし)
迂	pedant	学者ぶった,些事に拘泥する
臼	molar	【解】大臼歯,=granda mueldento;臼歯（きゅうし）,=mueldento
援	sponsor	［他］〜のスポンサーになる
凹	konkav	{Ｏ}【理】【数】凹（おう）の,>>konveksa
牡	bok	反すう動物の雄（雄山羊、雄鹿など）
乙	etil	【化】エチル基
恩	grac	【宗】恩寵,神の恵み,=difavoro
可	ebl	可能な,あり得る
歌	uta	【文】短歌,和歌,>>tankao
禾	gramin	【PIV】(evi (evitinda)) = gramineo.
蛾	mote	【動】【PIV】Malgranda, malutila, grizeta papilio. Sin. (sinonimo) tineedo.
介	makler	{Ｏ}［自］【商】仲買業をする
回	eh^	反響して,こだまして
拐	kidnap	［他］誘拐する,=forkapti,>>infans^teli
崖	klif	（海岸の）絶壁,がけ,断崖（だんがい）
慨	patos	熱情的な,感動的な
葛	arorut	【料】くず湯
茅	espart	【植】【PIV】Komuna nomo de diversaj herboj Mediteraneaj (i.a. (interalie, 
粥	kac^	{Ｂ}【料】かゆ,ピューレ,かゆ状の食物;《転》まずい食物;《転》かゆ状の物
患	infest	【PIV】(tr (transitiva)) Svarme invadi, pp (se paroli pri) ratoj ks (kaj
憾	bedau^r	残念にも,気の毒そうに
敢	au^dac	{Ｂ}大胆な,ずぶとい
柑	citrus	【植】かんきつ（柑橘）類（の樹木、ミカン・ダイダイ・オレンジ・レモンなど）
棺	c^erk	ひつぎの;《転》陰気な,陰鬱（いんうつ）な
甘	dolc^	{Ｂ}甘い;心地好い;やさしい
眼	mas^	{Ｏ}編み目;（網の）目;【理】（定常波の）腹,=ventro
棋	s^ak	【遊】チェスの,将棋の;（キングが）王手のかかった
祈	preg^	{Ｂ}［自］【宗】（神などに）祈る,祈願する
橘	mandarin	{Ｏ}【果】マンダリン,ミカン（蜜柑）,>>orang^o
却	tamen	(語釈なし)
仇	veng^	報復の,復讐の
弓	arc^	{Ｏ}【楽】（弦楽器の）弓
急	urg^	緊急の,火急の,差し迫った,切迫した
旧	eks	前任の,元の
居	setl	【PIV】(ntr (netransitiva)) (pp (se paroli pri) homgrupo) Eklog^i, insta
享	g^u	{Ｂ}［他］楽しむ,享受する
卿	lord	{Ｏ}卿（英国貴族への敬称）;貴族
仰	supin	【PIV】(tr (transitiva)) Turni la antau^brakon tiel, ke la polmo, se hor
均	averag^	【数】平均の
九	nau^	第九の,九番目の
矩	momant	【理】モーメント
串	grapol	（花や果実の）房;【植】総状花序
屑	klast	【地質】【PIV】1 Fragmento de rompita kristalo, roko au^ fosilio. 2 = detrit
屈	fleksi	【語】屈折の;屈折した,（語尾の）変化した
桑	morus	{Ｏ}【果】桑（くわ）の実;【植】=morusarbo
迎	lof	［他］【海】船首を風上にむける
隙	interstic	【解】【PIV】Spaco, kiu trovig^as inter la esencaj elementoj de iu organo k
件	kondic^	条件つきの;取り決められた
倦	langvor	【詩】=malviglo（無気力）
遣	tac^ment	［他］分遣する,派遣する
玄	mistik	{Ｏ}【宗】神秘の,霊的象徴の;神秘主義的な
故	do	(語釈なし)
吾	ego	【心】エゴ;【哲】自我
向	al	（飛行機の）翼（つばさ）,（プロペラ・風車の）羽根,（建物・陣形の）翼（よく）;【解】鼻翼,小鼻
坑	krater	【地理】火口湖,>>kaldrona lago
幸	felic^	{Ｂ}幸福な,幸せな;幸運な
更	pli	より以上の,追加の
