序号	字	Unicode	画数
3501	乂	U+4E42	2
3502	乜	U+4E5C	2
3503	兀	U+5140	3
3504	弋	U+5F0B	3
3505	孑	U+5B51	3
3506	孓	U+5B53	3
3507	幺	U+5E7A	3
3508	亓	U+4E93	4
3509	韦	U+97E6	4
3510	廿	U+5EFF	4
3511	丏	U+4E0F	4
3512	卅	U+5345	4
3513	仄	U+4EC4	4
3514	厄	U+5384	4
3515	仃	U+4EC3	4
3516	仉	U+4EC9	4
3517	仂	U+4EC2	4
3518	兮	U+516E	4
3519	刈	U+5208	4
3520	爻	U+723B	4
3521	卞	U+535E	4
3522	闩	U+95E9	4
3523	讣	U+8BA3	4
3524	尹	U+5C39	4
3525	夬	U+592C	4
3526	爿	U+723F	4
3527	毋	U+6BCB	4
3528	邗	U+9097	5
3529	邛	U+909B	5
3530	艽	U+827D	5
3531	艿	U+827F	5
3532	札	U+672D	5
3533	叵	U+53F5	5
3534	匝	U+531D	5
3535	丕	U+4E15	5
3536	匜	U+531C	5
3537	劢	U+52A2	5
3538	卟	U+535F	5
3539	叱	U+53F1	5
3540	叻	U+53FB	5
3541	仨	U+4EE8	5
3542	仕	U+4ED5	5
3543	仟	U+4EDF	5
3544	仡	U+4EE1	5
3545	仫	U+4EEB	5
3546	仞	U+4EDE	5
3547	卮	U+536E	5
3548	氐	U+6C10	5
3549	犰	U+72B0	5
3550	刍	U+520D	5
3551	邝	U+909D	5
3552	邙	U+9099	5
3553	汀	U+6C40	5
3554	讦	U+8BA6	5
3555	讧	U+8BA7	5
3556	讪	U+8BAA	5
3557	讫	U+8BAB	5
3558	尻	U+5C3B	5
3559	阡	U+9621	5
3560	尕	U+5C15	5
3561	弁	U+5F01	5
3562	驭	U+9A6D	5
3563	匡	U+5321	6
3564	耒	U+8012	6
3565	玎	U+738E	6
3566	玑	U+7391	6
3567	邢	U+90A2	6
3568	圩	U+5729	6
3569	圬	U+572C	6
3570	圭	U+572D	6
3571	扦	U+6266	6
3572	圪	U+572A	6
3573	圳	U+5733	6
3574	圹	U+5739	6
3575	扪	U+626A	6
3576	圮	U+572E	6
3577	圯	U+572F	6
3578	芊	U+828A	6
3579	芍	U+828D	6
3580	芄	U+8284	6
3581	芨	U+82A8	6
3582	芑	U+8291	6
3583	芎	U+828E	6
3584	芗	U+8297	6
3585	亘	U+4E98	6
3586	厍	U+538D	6
3587	夼	U+593C	6
3588	戍	U+620D	6
3589	尥	U+5C25	6
3590	乩	U+4E69	6
3591	旯	U+65EF	6
3592	曳	U+66F3	6
3593	岌	U+5C8C	6
3594	屺	U+5C7A	6
3595	凼	U+51FC	6
3596	囡	U+56E1	6
3597	钇	U+9487	6
3598	缶	U+7F36	6
3599	氘	U+6C18	6
3600	氖	U+6C16	6
3601	牝	U+725D	6
3602	伎	U+4F0E	6
3603	伛	U+4F1B	6
3604	伢	U+4F22	6
3605	佤	U+4F64	6
3606	仵	U+4EF5	6
3607	伥	U+4F25	6
3608	伧	U+4F27	6
3609	伉	U+4F09	6
3610	伫	U+4F2B	6
3611	囟	U+56DF	6
3612	汆	U+6C46	6
3613	刖	U+5216	6
3614	夙	U+5919	6
3615	旮	U+65EE	6
3616	刎	U+520E	6
3617	犷	U+72B7	6
3618	犸	U+72B8	6
3619	舛	U+821B	6
3620	凫	U+51EB	6
3621	邬	U+90AC	6
3622	饧	U+9967	6
3623	汕	U+6C55	6
3624	汔	U+6C54	6
3625	汐	U+6C50	6
3626	汲	U+6C72	6
3627	汜	U+6C5C	6
3628	汊	U+6C4A	6
3629	忖	U+5FD6	6
3630	忏	U+5FCF	6
3631	讴	U+8BB4	6
3632	讵	U+8BB5	6
3633	祁	U+7941	6
3634	讷	U+8BB7	6
3635	聿	U+807F	6
3636	艮	U+826E	6
3637	厾	U+53BE	6
3638	阱	U+9631	6
3639	阮	U+962E	6
3640	阪	U+962A	6
3641	丞	U+4E1E	6
3642	妁	U+5981	6
3643	牟	U+725F	6
3644	纡	U+7EA1	6
3645	纣	U+7EA3	6
3646	纥	U+7EA5	6
3647	纨	U+7EA8	6
3648	玕	U+7395	7
3649	玙	U+7399	7
3650	抟	U+629F	7
3651	抔	U+6294	7
3652	圻	U+573B	7
3653	坂	U+5742	7
3654	坍	U+574D	7
3655	坞	U+575E	7
3656	抃	U+6283	7
3657	抉	U+6289	7
3658	㧐	U+39D0	7
3659	芫	U+82AB	7
3660	邯	U+90AF	7
3661	芸	U+82B8	7
3662	芾	U+82BE	7
3663	苈	U+82C8	7
3664	苣	U+82E3	7
3665	芷	U+82B7	7
3666	芮	U+82AE	7
3667	苋	U+82CB	7
3668	芼	U+82BC	7
3669	苌	U+82CC	7
3670	苁	U+82C1	7
3671	芩	U+82A9	7
3672	芪	U+82AA	7
3673	芡	U+82A1	7
3674	芟	U+829F	7
3675	苄	U+82C4	7
3676	苎	U+82CE	7
3677	苡	U+82E1	7
3678	杌	U+674C	7
3679	杓	U+6753	7
3680	杞	U+675E	7
3681	杈	U+6748	7
3682	忑	U+5FD1	7
3683	孛	U+5B5B	7
3684	邴	U+90B4	7
3685	邳	U+90B3	7
3686	矶	U+77F6	7
3687	奁	U+5941	7
3688	豕	U+8C55	7
3689	忒	U+5FD2	7
3690	欤	U+6B24	7
3691	轫	U+8F6B	7
3692	迓	U+8FD3	7
3693	邶	U+90B6	7
3694	忐	U+5FD0	7
3695	卣	U+5363	7
3696	邺	U+90BA	7
3697	旰	U+65F0	7
3698	呋	U+544B	7
3699	呒	U+5452	7
3700	呓	U+5453	7
3701	呔	U+5454	7
3702	呖	U+5456	7
3703	呃	U+5443	7
3704	旸	U+65F8	7
3705	吡	U+5421	7
3706	町	U+753A	7
3707	虬	U+866C	7
3708	呗	U+5457	7
3709	吽	U+543D	7
3710	吣	U+5423	7
3711	吲	U+5432	7
3712	帏	U+5E0F	7
3713	岐	U+5C90	7
3714	岈	U+5C88	7
3715	岘	U+5C98	7
3716	岑	U+5C91	7
3717	岚	U+5C9A	7
3718	兕	U+5155	7
3719	囵	U+56F5	7
3720	囫	U+56EB	7
3721	钊	U+948A	7
3722	钋	U+948B	7
3723	钌	U+948C	7
3724	迕	U+8FD5	7
3725	氙	U+6C19	7
3726	氚	U+6C1A	7
3727	牤	U+7264	7
3728	佞	U+4F5E	7
3729	邱	U+90B1	7
3730	攸	U+6538	7
3731	佚	U+4F5A	7
3732	佝	U+4F5D	7
3733	佟	U+4F5F	7
3734	佗	U+4F57	7
3735	伽	U+4F3D	7
3736	彷	U+5F77	7
3737	佘	U+4F58	7
3738	佥	U+4F65	7
3739	孚	U+5B5A	7
3740	豸	U+8C78	7
3741	坌	U+574C	7
3742	肟	U+809F	7
3743	邸	U+90B8	7
3744	奂	U+5942	7
3745	劬	U+52AC	7
3746	狄	U+72C4	7
3747	狁	U+72C1	7
3748	鸠	U+9E20	7
3749	邹	U+90B9	7
3750	饨	U+9968	7
3751	饩	U+9969	7
3752	饪	U+996A	7
3753	饫	U+996B	7
3754	饬	U+996C	7
3755	亨	U+4EA8	7
3756	庑	U+5E91	7
3757	庋	U+5E8B	7
3758	疔	U+7594	7
3759	疖	U+7596	7
3760	肓	U+8093	7
3761	闱	U+95F1	7
3762	闳	U+95F3	7
3763	闵	U+95F5	7
3764	羌	U+7F8C	7
3765	炀	U+7080	7
3766	沣	U+6CA3	7
3767	沅	U+6C85	7
3768	沔	U+6C94	7
3769	沤	U+6CA4	7
3770	沌	U+6C8C	7
3771	沏	U+6C8F	7
3772	沚	U+6C9A	7
3773	汩	U+6C69	7
3774	汨	U+6C68	7
3775	沂	U+6C82	7
3776	汾	U+6C7E	7
3777	沨	U+6CA8	7
3778	汴	U+6C74	7
3779	汶	U+6C76	7
3780	沆	U+6C86	7
3781	沩	U+6CA9	7
3782	泐	U+6CD0	7
3783	怃	U+6003	7
3784	怄	U+6004	7
3785	忡	U+5FE1	7
3786	忤	U+5FE4	7
3787	忾	U+5FFE	7
3788	怅	U+6005	7
3789	忻	U+5FFB	7
3790	忪	U+5FEA	7
3791	怆	U+6006	7
3792	忭	U+5FED	7
3793	忸	U+5FF8	7
3794	诂	U+8BC2	7
3795	诃	U+8BC3	7
3796	诅	U+8BC5	7
3797	诋	U+8BCB	7
3798	诌	U+8BCC	7
3799	诏	U+8BCF	7
3800	诒	U+8BD2	7
3801	孜	U+5B5C	7
3802	陇	U+9647	7
3803	陀	U+9640	7
3804	陂	U+9642	7
3805	陉	U+9649	7
3806	妍	U+598D	7
3807	妩	U+59A9	7
3808	妪	U+59AA	7
3809	妣	U+59A3	7
3810	妊	U+598A	7
3811	妗	U+5997	7
3812	妫	U+59AB	7
3813	妞	U+599E	7
3814	姒	U+59D2	7
3815	妤	U+59A4	7
3816	邵	U+90B5	7
3817	劭	U+52AD	7
3818	刭	U+522D	7
3819	甬	U+752C	7
3820	邰	U+90B0	7
3821	纭	U+7EAD	7
3822	纰	U+7EB0	7
3823	纴	U+7EB4	7
3824	纶	U+7EB6	7
3825	纾	U+7EBE	7
3826	玮	U+73AE	8
3827	玡	U+73A1	8
3828	玭	U+73AD	8
3829	玠	U+73A0	8
3830	玢	U+73A2	8
3831	玥	U+73A5	8
3832	玦	U+73A6	8
3833	盂	U+76C2	8
3834	忝	U+5FDD	8
3835	匦	U+5326	8
3836	坩	U+5769	8
3837	抨	U+62A8	8
3838	拤	U+62E4	8
3839	坫	U+576B	8
3840	拈	U+62C8	8
3841	垆	U+5786	8
3842	抻	U+62BB	8
3843	劼	U+52BC	8
3844	拃	U+62C3	8
3845	拊	U+62CA	8
3846	坼	U+577C	8
3847	坻	U+577B	8
3848	㧟	U+39DF	8
3849	坨	U+5768	8
3850	坭	U+576D	8
3851	抿	U+62BF	8
3852	坳	U+5773	8
3853	耶	U+8036	8
3854	苷	U+82F7	8
3855	苯	U+82EF	8
3856	苤	U+82E4	8
3857	茏	U+830F	8
3858	苫	U+82EB	8
3859	苜	U+82DC	8
3860	苴	U+82F4	8
3861	苒	U+82D2	8
3862	苘	U+82D8	8
3863	茌	U+830C	8
3864	苻	U+82FB	8
3865	苓	U+82D3	8
3866	茚	U+831A	8
3867	茆	U+8306	8
3868	茑	U+8311	8
3869	茓	U+8313	8
3870	茔	U+8314	9
3871	茕	U+8315	8
3872	茀	U+8300	8
3873	苕	U+82D5	8
3874	枥	U+67A5	8
3875	枇	U+6787	8
3876	杪	U+676A	8
3877	杳	U+6773	8
3878	枧	U+67A7	8
3879	杵	U+6775	8
3880	枨	U+67A8	8
3881	枞	U+679E	8
3882	枋	U+678B	8
3883	杻	U+677B	8
3884	杷	U+6777	8
3885	杼	U+677C	8
3886	矸	U+77F8	8
3887	砀	U+7800	8
3888	刳	U+5233	8
3889	奄	U+5944	8
3890	瓯	U+74EF	8
3891	殁	U+6B81	8
3892	郏	U+90CF	8
3893	轭	U+8F6D	8
3894	郅	U+90C5	8
3895	鸢	U+9E22	8
3896	盱	U+76F1	8
3897	昊	U+660A	8
3898	昙	U+6619	8
3899	杲	U+6772	8
3900	昃	U+6603	8
3901	咂	U+5482	8
3902	呸	U+5478	8
3903	昕	U+6615	8
3904	昀	U+6600	8
3905	旻	U+65FB	8
3906	昉	U+6609	8
3907	炅	U+7085	8
3908	咔	U+5494	8
3909	畀	U+7540	8
3910	虮	U+866E	8
3911	咀	U+5480	8
3912	呷	U+5477	8
3913	黾	U+9EFE	8
3914	呱	U+5471	8
3915	呤	U+5464	8
3916	咚	U+549A	8
3917	咆	U+5486	8
3918	咛	U+549B	8
3919	呶	U+5476	8
3920	呣	U+5463	8
3921	呦	U+5466	8
3922	咝	U+549D	8
3923	岢	U+5CA2	8
3924	岿	U+5CBF	8
3925	岬	U+5CAC	8
3926	岫	U+5CAB	8
3927	帙	U+5E19	8
3928	岣	U+5CA3	8
3929	峁	U+5CC1	8
3930	刿	U+523F	8
3931	迥	U+8FE5	8
3932	岷	U+5CB7	8
3933	剀	U+5240	8
3934	帔	U+5E14	8
3935	峄	U+5CC4	8
3936	沓	U+6C93	8
3937	囹	U+56F9	8
3938	罔	U+7F54	8
3939	钍	U+948D	8
3940	钎	U+948E	8
3941	钏	U+948F	8
3942	钒	U+9492	8
3943	钕	U+9495	8
3944	钗	U+9497	8
3945	邾	U+90BE	8
3946	迮	U+8FEE	8
3947	牦	U+7266	8
3948	竺	U+7AFA	8
3949	迤	U+8FE4	8
3950	佶	U+4F76	8
3951	佬	U+4F6C	8
3952	佰	U+4F70	8
3953	侑	U+4F91	8
3954	侉	U+4F89	8
3955	臾	U+81FE	8
3956	岱	U+5CB1	8
3957	侗	U+4F97	8
3958	侃	U+4F83	8
3959	侏	U+4F8F	8
3960	侩	U+4FA9	8
3961	佻	U+4F7B	8
3962	佾	U+4F7E	8
3963	侪	U+4FAA	8
3964	佼	U+4F7C	8
3965	佯	U+4F6F	8
3966	侬	U+4FAC	8
3967	帛	U+5E1B	8
3968	阜	U+961C	8
3969	侔	U+4F94	8
3970	徂	U+5F82	8
3971	刽	U+523D	8
3972	郄	U+90C4	8
3973	怂	U+6002	8
3974	籴	U+7C74	8
3975	瓮	U+74EE	8
3976	戗	U+6217	8
3977	肼	U+80BC	8
3978	䏝	U+43DD	8
3979	肽	U+80BD	8
3980	肱	U+80B1	8
3981	肫	U+80AB	8
3982	剁	U+5241	8
3983	迩	U+8FE9	8
3984	郇	U+90C7	8
3985	狙	U+72D9	8
3986	狎	U+72CE	8
3987	狍	U+72CD	8
3988	狒	U+72D2	8
3989	咎	U+548E	8
3990	炙	U+7099	8
3991	枭	U+67AD	8
3992	饯	U+996F	8
3993	饴	U+9974	8
3994	冽	U+51BD	8
3995	冼	U+51BC	8
3996	庖	U+5E96	8
3997	疠	U+75A0	8
3998	疝	U+759D	8
3999	疡	U+75A1	8
4000	兖	U+5156	8
4001	妾	U+59BE	8
4002	劾	U+52BE	8
4003	炜	U+709C	8
4004	𬉼	U+2C27C	8
4005	炖	U+7096	8
4006	炘	U+7098	8
4007	炝	U+709D	8
4008	炔	U+7094	8
4009	泔	U+6CD4	8
4010	沭	U+6CAD	8
4011	泷	U+6CF7	8
4012	泸	U+6CF8	8
4013	泱	U+6CF1	8
4014	泅	U+6CC5	8
4015	泗	U+6CD7	8
4016	泠	U+6CE0	8
4017	泺	U+6CFA	8
4018	泖	U+6CD6	8
4019	泫	U+6CEB	8
4020	泮	U+6CEE	8
4021	沱	U+6CB1	8
4022	泯	U+6CEF	8
4023	泓	U+6CD3	8
4024	泾	U+6CFE	8
4025	怙	U+6019	8
4026	怵	U+6035	8
4027	怦	U+6026	8
4028	怛	U+601B	8
4029	怏	U+600F	8
4030	怍	U+600D	8
4031	㤘	U+3918	8
4032	怩	U+6029	8
4033	怫	U+602B	8
4034	怿	U+603F	8
4035	宕	U+5B95	8
4036	穹	U+7A79	8
4037	宓	U+5B93	8
4038	诓	U+8BD3	8
4039	诔	U+8BD4	8
4040	诖	U+8BD6	8
4041	诘	U+8BD8	8
4042	戾	U+623E	8
4043	诙	U+8BD9	8
4044	戽	U+623D	8
4045	郓	U+90D3	8
4046	衩	U+8869	8
4047	祆	U+7946	8
4048	祎	U+794E	8
4049	祉	U+7949	8
4050	祇	U+7947	8
4051	诛	U+8BDB	8
4052	诜	U+8BDC	8
4053	诟	U+8BDF	8
4054	诠	U+8BE0	8
4055	诣	U+8BE3	8
4056	诤	U+8BE4	8
4057	诧	U+8BE7	8
4058	诨	U+8BE8	8
4059	诩	U+8BE9	8
4060	戕	U+6215	8
4061	孢	U+5B62	8
4062	亟	U+4E9F	8
4063	陔	U+9654	8
4064	妲	U+59B2	8
4065	妯	U+59AF	8
4066	姗	U+59D7	8
4067	帑	U+5E11	8
4068	弩	U+5F29	8
4069	孥	U+5B65	8
4070	驽	U+9A7D	8
4071	虱	U+8671	8
4072	迦	U+8FE6	8
4073	迨	U+8FE8	8
4074	绀	U+7EC0	8
4075	绁	U+7EC1	8
4076	绂	U+7EC2	8
4077	驷	U+9A77	8
4078	驸	U+9A78	8
4079	绉	U+7EC9	8
4080	绌	U+7ECC	8
4081	驿	U+9A7F	8
4082	骀	U+9A80	8
4083	甾	U+753E	8
4084	珏	U+73CF	9
4085	珐	U+73D0	9
4086	珂	U+73C2	9
4087	珑	U+73D1	9
4088	玳	U+73B3	9
4089	珀	U+73C0	9
4090	顸	U+9878	9
4091	珉	U+73C9	9
4092	珈	U+73C8	9
4093	拮	U+62EE	9
4094	垭	U+57AD	9
4095	挝	U+631D	9
4096	垣	U+57A3	9
4097	挞	U+631E	9
4098	垤	U+57A4	9
4099	赳	U+8D73	9
4100	贲	U+8D32	9
4101	垱	U+57B1	9
4102	垌	U+578C	9
4103	郝	U+90DD	9
4104	垧	U+57A7	9
4105	垓	U+5793	9
4106	挦	U+6326	9
4107	垠	U+57A0	9
4108	茜	U+831C	9
4109	荚	U+835A	9
4110	荑	U+8351	9
4111	贳	U+8D33	9
4112	荜	U+835C	9
4113	莒	U+8392	9
4114	茼	U+833C	9
4115	茴	U+8334	9
4116	茱	U+8331	9
4117	莛	U+839B	9
4118	荞	U+835E	9
4119	茯	U+832F	9
4120	荏	U+834F	9
4121	荇	U+8347	9
4122	荃	U+8343	9
4123	荟	U+835F	9
4124	荀	U+8340	9
4125	茗	U+8317	9
4126	荠	U+8360	9
4127	茭	U+832D	9
4128	茨	U+8328	9
4129	垩	U+57A9	9
4130	荥	U+8365	10
4131	荦	U+8366	10
4132	荨	U+8368	9
4133	荩	U+8369	9
4134	剋	U+524B	9
4135	荪	U+836A	9
4136	茹	U+8339	9
4137	荬	U+836C	9
4138	荮	U+836E	9
4139	柰	U+67F0	9
4140	栉	U+6809	9
4141	柯	U+67EF	9
4142	柘	U+67D8	9
4143	栊	U+680A	9
4144	柩	U+67E9	9
4145	枰	U+67B0	9
4146	栌	U+680C	9
4147	柙	U+67D9	9
4148	枵	U+67B5	9
4149	柚	U+67DA	9
4150	枳	U+67B3	9
4151	柞	U+67DE	9
4152	柝	U+67DD	9
4153	栀	U+6800	9
4154	柢	U+67E2	9
4155	栎	U+680E	9
4156	枸	U+67B8	9
4157	柈	U+67C8	9
4158	柁	U+67C1	9
4159	枷	U+67B7	9
4160	柽	U+67FD	9
4161	剌	U+524C	9
4162	酊	U+914A	9
4163	郦	U+90E6	9
4164	甭	U+752D	9
4165	砗	U+7817	9
4166	砘	U+7818	9
4167	砒	U+7812	9
4168	斫	U+65AB	9
4169	砭	U+782D	9
4170	砜	U+781C	9
4171	奎	U+594E	9
4172	耷	U+8037	9
4173	虺	U+867A	9
4174	殂	U+6B82	9
4175	殇	U+6B87	9
4176	殄	U+6B84	9
4177	殆	U+6B86	9
4178	轱	U+8F71	9
4179	轲	U+8F72	9
4180	轳	U+8F73	9
4181	轶	U+8F76	9
4182	轸	U+8F78	9
4183	虿	U+867F	9
4184	毖	U+6BD6	9
4185	觇	U+89C7	9
4186	尜	U+5C1C	9
4187	哐	U+54D0	9
4188	眄	U+7704	9
4189	眍	U+770D	9
4190	𠳐	U+20CD0	10
4191	郢	U+90E2	9
4192	眇	U+7707	9
4193	眊	U+770A	9
4194	眈	U+7708	9
4195	禺	U+79BA	9
4196	哂	U+54C2	9
4197	咴	U+54B4	9
4198	曷	U+66F7	9
4199	昴	U+6634	9
4200	昱	U+6631	9
4201	昵	U+6635	9
4202	咦	U+54A6	9
4203	哓	U+54D3	9
4204	哔	U+54D4	9
4205	畎	U+754E	9
4206	毗	U+6BD7	9
4207	呲	U+5472	9
4208	胄	U+80C4	9
4209	畋	U+754B	9
4210	畈	U+7548	9
4211	虼	U+867C	9
4212	虻	U+867B	9
4213	盅	U+76C5	9
4214	咣	U+54A3	9
4215	哕	U+54D5	9
4216	剐	U+5250	9
4217	郧	U+90E7	9
4218	咻	U+54BB	9
4219	囿	U+56FF	9
4220	咿	U+54BF	9
4221	哌	U+54CC	9
4222	哙	U+54D9	9
4223	哚	U+54DA	9
4224	咯	U+54AF	9
4225	咩	U+54A9	9
4226	咤	U+54A4	9
4227	哝	U+54DD	9
4228	哏	U+54CF	9
4229	哞	U+54DE	9
4230	峙	U+5CD9	9
4231	峣	U+5CE3	9
4232	罘	U+7F58	9
4233	帧	U+5E27	9
4234	峒	U+5CD2	9
4235	峤	U+5CE4	9
4236	峋	U+5CCB	9
4237	峥	U+5CE5	9
4238	贶	U+8D36	9
4239	钚	U+949A	9
4240	钛	U+949B	9
4241	钡	U+94A1	9
4242	钣	U+94A3	9
4243	钤	U+94A4	9
4244	钨	U+94A8	9
4245	钫	U+94AB	9
4246	钯	U+94AF	9
4247	氡	U+6C21	9
4248	氟	U+6C1F	9
4249	牯	U+726F	9
4250	郜	U+90DC	9
4251	秕	U+79D5	9
4252	秭	U+79ED	9
4253	竽	U+7AFD	9
4254	笈	U+7B08	9
4255	笃	U+7B03	9
4256	俦	U+4FE6	9
4257	俨	U+4FE8	9
4258	俅	U+4FC5	9
4259	俪	U+4FEA	9
4260	叟	U+53DF	9
4261	垡	U+57A1	9
4262	牮	U+726E	9
4263	俣	U+4FE3	9
4264	俚	U+4FDA	9
4265	皈	U+7688	9
4266	俑	U+4FD1	9
4267	俟	U+4FDF	9
4268	逅	U+9005	9
4269	徇	U+5F87	9
4270	徉	U+5F89	9
4271	舢	U+8222	9
4272	俞	U+4FDE	9
4273	郗	U+90D7	9
4274	俎	U+4FCE	9
4275	郤	U+90E4	9
4276	爰	U+7230	9
4277	郛	U+90DB	9
4278	瓴	U+74F4	9
4279	胨	U+80E8	9
4280	胪	U+80EA	9
4281	胛	U+80DB	9
4282	胂	U+80C2	9
4283	胙	U+80D9	9
4284	胍	U+80CD	9
4285	胗	U+80D7	9
4286	胝	U+80DD	9
4287	朐	U+6710	9
4288	胫	U+80EB	9
4289	鸨	U+9E28	9
4290	匍	U+530D	9
4291	狨	U+72E8	9
4292	狯	U+72EF	9
4293	飑	U+98D1	9
4294	狩	U+72E9	9
4295	狲	U+72F2	9
4296	訇	U+8A07	9
4297	逄	U+9004	9
4298	昝	U+661D	9
4299	饷	U+9977	9
4300	饸	U+9978	9
4301	饹	U+9979	9
4302	胤	U+80E4	9
4303	孪	U+5B6A	9
4304	娈	U+5A08	9
4305	弈	U+5F08	9
4306	奕	U+5955	9
4307	庥	U+5EA5	9
4308	疬	U+75AC	9
4309	疣	U+75A3	9
4310	疥	U+75A5	9
4311	疭	U+75AD	9
4312	庠	U+5EA0	9
4313	竑	U+7AD1	9
4314	彦	U+5F66	9
4315	飒	U+98D2	9
4316	闼	U+95FC	9
4317	闾	U+95FE	9
4318	闿	U+95FF	9
4319	阂	U+9602	9
4320	羑	U+7F91	9
4321	迸	U+8FF8	9
4322	籼	U+7C7C	9
4323	酋	U+914B	9
4324	炳	U+70B3	9
4325	炻	U+70BB	9
4326	炽	U+70BD	9
4327	炯	U+70AF	9
4328	烀	U+70C0	9
4329	炷	U+70B7	9
4330	烃	U+70C3	9
4331	洱	U+6D31	9
4332	洹	U+6D39	9
4333	洧	U+6D27	9
4334	洌	U+6D0C	9
4335	浃	U+6D43	9
4336	洇	U+6D07	9
4337	洄	U+6D04	9
4338	洙	U+6D19	9
4339	涎	U+6D8E	9
4340	洎	U+6D0E	9
4341	洫	U+6D2B	9
4342	浍	U+6D4D	9
4343	洮	U+6D2E	9
4344	洵	U+6D35	9
4345	浒	U+6D52	9
4346	浔	U+6D54	9
4347	浕	U+6D55	9
4348	洳	U+6D33	9
4349	恸	U+6078	9
4350	恓	U+6053	9
4351	恹	U+6079	9
4352	恫	U+606B	9
4353	恺	U+607A	9
4354	恻	U+607B	9
4355	恂	U+6042	9
4356	恪	U+606A	9
4357	恽	U+607D	9
4358	宥	U+5BA5	9
4359	扃	U+6243	9
4360	衲	U+8872	9
4361	衽	U+887D	9
4362	衿	U+887F	9
4363	袂	U+8882	9
4364	祛	U+795B	9
4365	祜	U+795C	9
4366	祓	U+7953	9
4367	祚	U+795A	9
4368	诮	U+8BEE	9
4369	祗	U+7957	9
4370	祢	U+7962	9
4371	诰	U+8BF0	9
4372	诳	U+8BF3	9
4373	鸩	U+9E29	9
4374	昶	U+6636	9
4375	郡	U+90E1	9
4376	咫	U+54AB	9
4377	弭	U+5F2D	9
4378	牁	U+7241	9
4379	胥	U+80E5	9
4380	陛	U+965B	9
4381	陟	U+965F	9
4382	娅	U+5A05	9
4383	姮	U+59EE	9
4384	娆	U+5A06	9
4385	姝	U+59DD	9
4386	姣	U+59E3	9
4387	姘	U+59D8	9
4388	姹	U+59F9	9
4389	怼	U+603C	9
4390	羿	U+7FBF	9
4391	炱	U+70B1	9
4392	矜	U+77DC	9
4393	绔	U+7ED4	9
4394	骁	U+9A81	9
4395	骅	U+9A85	9
4396	绗	U+7ED7	9
4397	绛	U+7EDB	9
4398	骈	U+9A88	9
4399	耖	U+8016	10
4400	挈	U+6308	10
4401	珥	U+73E5	10
4402	珙	U+73D9	10
4403	顼	U+987C	10
4404	珰	U+73F0	10
4405	珩	U+73E9	10
4406	珧	U+73E7	10
4407	珣	U+73E3	10
4408	珞	U+73DE	10
4409	琤	U+7424	10
4410	珲	U+73F2	10
4411	敖	U+6556	10
4412	恚	U+605A	10
4413	埔	U+57D4	10
4414	埕	U+57D5	10
4415	埘	U+57D8	10
4416	埙	U+57D9	10
4417	埚	U+57DA	10
4418	挹	U+6339	10
4419	耆	U+8006	10
4420	耄	U+8004	10
4421	埒	U+57D2	10
4422	捋	U+634B	10
4423	贽	U+8D3D	10
4424	垸	U+57B8	10
4425	捃	U+6343	10
4426	盍	U+76CD	10
4427	荸	U+8378	10
4428	莆	U+8386	10
4429	莳	U+83B3	10
4430	莴	U+83B4	10
4431	莪	U+83AA	10
4432	莠	U+83A0	10
4433	莓	U+8393	10
4434	莜	U+839C	10
4435	莅	U+8385	10
4436	荼	U+837C	10
4437	莩	U+83A9	10
4438	荽	U+837D	10
4439	莸	U+83B8	10
4440	荻	U+837B	10
4441	莘	U+8398	10
4442	莎	U+838E	10
4443	莞	U+839E	10
4444	莨	U+83A8	10
4445	鸪	U+9E2A	10
4446	莼	U+83BC	10
4447	栲	U+6832	10
4448	栳	U+6833	10
4449	郴	U+90F4	10
4450	桓	U+6853	10
4451	桡	U+6861	10
4452	桎	U+684E	10
4453	桢	U+6862	10
4454	桤	U+6864	10
4455	梃	U+6883	10
4456	栝	U+681D	10
4457	桕	U+6855	10
4458	桁	U+6841	10
4459	桧	U+6867	10
4460	桅	U+6845	10
4461	栟	U+681F	10
4462	桉	U+6849	10
4463	栩	U+6829	10
4464	逑	U+9011	10
4465	逋	U+900B	10
4466	彧	U+5F67	10
4467	鬲	U+9B32	10
4468	豇	U+8C47	10
4469	酐	U+9150	10
4470	逦	U+9026	10
4471	厝	U+539D	10
4472	孬	U+5B6C	10
4473	砝	U+781D	10
4474	砹	U+7839	10
4475	砺	U+783A	10
4476	砧	U+7827	10
4477	砷	U+7837	10
4478	砟	U+781F	10
4479	砼	U+783C	10
4480	砥	U+7825	10
4481	砣	U+7823	10
4482	剞	U+525E	10
4483	砻	U+783B	10
4484	轼	U+8F7C	10
4485	轾	U+8F7E	10
4486	辂	U+8F82	10
4487	鸫	U+9E2B	10
4488	趸	U+8DB8	10
4489	龀	U+9F80	10
4490	鸬	U+9E2C	10
4491	虔	U+8654	10
4492	逍	U+900D	10
4493	眬	U+772C	10
4494	唛	U+551B	10
4495	晟	U+665F	10
4496	眩	U+7729	10
4497	眙	U+7719	10
4498	哧	U+54E7	10
4499	哽	U+54FD	10
4500	唔	U+5514	10
4501	晁	U+6641	10
4502	晏	U+664F	10
4503	鸮	U+9E2E	10
4504	趵	U+8DB5	10
4505	趿	U+8DBF	10
4506	畛	U+755B	10
4507	蚨	U+86A8	10
4508	蚜	U+869C	10
4509	蚍	U+868D	10
4510	蚋	U+868B	10
4511	蚬	U+86AC	10
