序号	字	Unicode	画数
4512	蚝	U+869D	10
4513	蚧	U+86A7	10
4514	唢	U+5522	10
4515	圄	U+5704	10
4516	唣	U+5523	10
4517	唏	U+550F	10
4518	盎	U+76CE	10
4519	唑	U+5511	10
4520	崂	U+5D02	10
4521	崃	U+5D03	10
4522	罡	U+7F61	10
4523	罟	U+7F5F	10
4524	峪	U+5CEA	10
4525	觊	U+89CA	10
4526	赅	U+8D45	10
4527	钰	U+94B0	10
4528	钲	U+94B2	10
4529	钴	U+94B4	10
4530	钵	U+94B5	10
4531	钹	U+94B9	10
4532	钺	U+94BA	10
4533	钽	U+94BD	10
4534	钼	U+94BC	10
4535	钿	U+94BF	10
4536	铀	U+94C0	10
4537	铂	U+94C2	10
4538	铄	U+94C4	10
4539	铆	U+94C6	10
4540	铈	U+94C8	10
4541	铉	U+94C9	10
4542	铊	U+94CA	10
4543	铋	U+94CB	10
4544	铌	U+94CC	10
4545	铍	U+94CD	10
4546	䥽	U+497D	13
4547	铎	U+94CE	10
4548	氩	U+6C29	10
4549	氤	U+6C24	10
4550	氦	U+6C26	10
4551	毪	U+6BEA	10
4552	舐	U+8210	10
4553	秣	U+79E3	10
4554	秫	U+79EB	10
4555	盉	U+76C9	10
4556	笄	U+7B04	10
4557	笕	U+7B15	10
4558	笊	U+7B0A	10
4559	笏	U+7B0F	10
4560	笆	U+7B06	10
4561	俸	U+4FF8	10
4562	倩	U+5029	10
4563	俵	U+4FF5	10
4564	偌	U+504C	10
4565	俳	U+4FF3	10
4566	俶	U+4FF6	10
4567	倬	U+502C	10
4568	倏	U+500F	10
4569	恁	U+6041	10
4570	倭	U+502D	10
4571	倪	U+502A	10
4572	俾	U+4FFE	10
4573	倜	U+501C	10
4574	隼	U+96BC	10
4575	隽	U+96BD	10
4576	倌	U+500C	10
4577	倥	U+5025	10
4578	臬	U+81EC	10
4579	皋	U+768B	10
4580	郫	U+90EB	10
4581	倨	U+5028	10
4582	衄	U+8844	10
4583	颀	U+9880	10
4584	徕	U+5F95	10
4585	舫	U+822B	10
4586	釜	U+91DC	10
4587	奚	U+595A	10
4588	衾	U+887E	10
4589	胯	U+80EF	10
4590	胱	U+80F1	10
4591	胴	U+80F4	10
4592	胭	U+80ED	10
4593	脍	U+810D	10
4594	胼	U+80FC	10
4595	朕	U+6715	10
4596	脒	U+8112	10
4597	胺	U+80FA	10
4598	鸱	U+9E31	10
4599	玺	U+73BA	10
4600	鸲	U+9E32	10
4601	狷	U+72F7	10
4602	猁	U+7301	10
4603	狳	U+72F3	10
4604	猃	U+7303	10
4605	狺	U+72FA	10
4606	逖	U+9016	10
4607	桀	U+6840	10
4608	袅	U+8885	10
4609	饽	U+997D	10
4610	凇	U+51C7	10
4611	栾	U+683E	10
4612	挛	U+631B	10
4613	亳	U+4EB3	10
4614	疳	U+75B3	10
4615	疴	U+75B4	10
4616	疸	U+75B8	10
4617	疽	U+75BD	10
4618	痈	U+75C8	10
4619	疱	U+75B1	10
4620	痂	U+75C2	10
4621	痉	U+75C9	10
4622	衮	U+886E	10
4623	凋	U+51CB	10
4624	颃	U+9883	10
4625	恣	U+6063	10
4626	旆	U+65C6	10
4627	旄	U+65C4	10
4628	旃	U+65C3	10
4629	阃	U+9603	10
4630	阄	U+9604	10
4631	訚	U+8A1A	10
4632	阆	U+9606	10
4633	恙	U+6059	10
4634	粑	U+7C91	10
4635	朔	U+6714	10
4636	郸	U+90F8	10
4637	烜	U+70DC	10
4638	烨	U+70E8	10
4639	烩	U+70E9	10
4640	烊	U+70CA	10
4641	剡	U+5261	10
4642	郯	U+90EF	10
4643	烬	U+70EC	10
4644	涑	U+6D91	10
4645	浯	U+6D6F	10
4646	涞	U+6D9E	10
4647	涟	U+6D9F	10
4648	娑	U+5A11	10
4649	涅	U+6D85	10
4650	涠	U+6DA0	10
4651	浞	U+6D5E	10
4652	涓	U+6D93	10
4653	浥	U+6D65	10
4654	涔	U+6D94	10
4655	浜	U+6D5C	10
4656	浠	U+6D60	10
4657	浣	U+6D63	10
4658	浚	U+6D5A	10
4659	悚	U+609A	10
4660	悭	U+60AD	10
4661	悝	U+609D	10
4662	悒	U+6092	10
4663	悌	U+608C	10
4664	悛	U+609B	10
4665	宸	U+5BB8	10
4666	窈	U+7A88	10
4667	剜	U+525C	10
4668	诹	U+8BF9	10
4669	冢	U+51A2	10
4670	诼	U+8BFC	10
4671	袒	U+8892	10
4672	袢	U+88A2	10
4673	祯	U+796F	10
4674	诿	U+8BFF	10
4675	谀	U+8C00	10
4676	谂	U+8C02	10
4677	谄	U+8C04	10
4678	谇	U+8C07	10
4679	屐	U+5C50	10
4680	屙	U+5C59	10
4681	陬	U+966C	10
4682	勐	U+52D0	10
4683	奘	U+5958	10
4684	牂	U+7242	10
4685	蚩	U+86A9	10
4686	陲	U+9672	10
4687	姬	U+59EC	10
4688	娠	U+5A20	10
4689	娌	U+5A0C	10
4690	娉	U+5A09	10
4691	娲	U+5A32	10
4692	娩	U+5A29	10
4693	娴	U+5A34	10
4694	娣	U+5A23	10
4695	娓	U+5A13	10
4696	婀	U+5A40	10
4697	畚	U+755A	10
4698	逡	U+9021	10
4699	绠	U+7EE0	10
4700	骊	U+9A8A	10
4701	绡	U+7EE1	10
4702	骋	U+9A8B	10
4703	绥	U+7EE5	10
4704	绦	U+7EE6	10
4705	绨	U+7EE8	10
4706	骎	U+9A8E	10
4707	邕	U+9095	10
4708	鸶	U+9E36	10
4709	彗	U+5F57	11
4710	耜	U+801C	11
4711	焘	U+7118	11
4712	舂	U+8202	11
4713	琏	U+740F	11
4714	琇	U+7407	11
4715	麸	U+9EB8	11
4716	揶	U+63F6	11
4717	埴	U+57F4	11
4718	埯	U+57EF	11
4719	捯	U+636F	11
4720	掳	U+63B3	11
4721	掴	U+63B4	11
4722	埸	U+57F8	11
4723	埵	U+57F5	11
4724	赧	U+8D67	11
4725	埤	U+57E4	11
4726	捭	U+636D	11
4727	逵	U+9035	11
4728	埝	U+57DD	11
4729	堋	U+580B	11
4730	堍	U+580D	11
4731	掬	U+63AC	11
4732	鸷	U+9E37	11
4733	掖	U+6396	11
4734	捽	U+637D	11
4735	掊	U+638A	11
4736	堉	U+5809	11
4737	掸	U+63B8	11
4738	捩	U+6369	11
4739	掮	U+63AE	11
4740	悫	U+60AB	11
4741	埭	U+57ED	11
4742	埽	U+57FD	11
4743	掇	U+6387	11
4744	掼	U+63BC	11
4745	聃	U+8043	11
4746	菁	U+83C1	11
4747	萁	U+8401	11
4748	菘	U+83D8	11
4749	堇	U+5807	11
4750	萘	U+8418	11
4751	萋	U+840B	11
4752	菽	U+83FD	11
4753	菖	U+83D6	11
4754	萜	U+841C	11
4755	萸	U+8438	11
4756	萑	U+8411	11
4757	棻	U+68FB	11
4758	菔	U+83D4	11
4759	菟	U+83DF	11
4760	萏	U+840F	11
4761	萃	U+8403	11
4762	菏	U+83CF	11
4763	菹	U+83F9	11
4764	菪	U+83EA	11
4765	菅	U+83C5	11
4766	菀	U+83C0	11
4767	萦	U+8426	12
4768	菰	U+83F0	11
4769	菡	U+83E1	11
4770	梵	U+68B5	11
4771	梿	U+68BF	11
4772	梏	U+688F	11
4773	觋	U+89CB	11
4774	桴	U+6874	11
4775	桷	U+6877	11
4776	梓	U+6893	11
4777	棁	U+68C1	11
4778	桫	U+686B	11
4779	棂	U+68C2	11
4780	啬	U+556C	11
4781	郾	U+90FE	11
4782	匮	U+532E	11
4783	敕	U+6555	11
4784	豉	U+8C49	11
4785	鄄	U+9104	11
4786	酞	U+915E	11
4787	酚	U+915A	11
4788	戛	U+621B	11
4789	硎	U+784E	11
4790	硭	U+786D	11
4791	硒	U+7852	11
4792	硖	U+7856	11
4793	硗	U+7857	11
4794	硐	U+7850	11
4795	硇	U+7847	11
4796	硌	U+784C	11
4797	鸸	U+9E38	11
4798	瓠	U+74E0	11
4799	匏	U+530F	11
4800	厩	U+53A9	11
4801	龚	U+9F9A	11
4802	殒	U+6B92	11
4803	殓	U+6B93	11
4804	殍	U+6B8D	11
4805	赉	U+8D49	11
4806	雩	U+96E9	11
4807	辄	U+8F84	11
4808	堑	U+5811	11
4809	眭	U+772D	11
4810	眦	U+7726	11
4811	啧	U+5567	11
4812	晡	U+6661	11
4813	晤	U+6664	11
4814	眺	U+773A	11
4815	眵	U+7735	11
4816	眸	U+7738	11
4817	圊	U+570A	11
4818	喏	U+558F	11
4819	喵	U+55B5	11
4820	啉	U+5549	11
4821	勖	U+52D6	11
4822	晞	U+665E	11
4823	唵	U+5535	11
4824	晗	U+6657	11
4825	冕	U+5195	11
4826	啭	U+556D	11
4827	畦	U+7566	11
4828	趺	U+8DBA	11
4829	啮	U+556E	11
4830	跄	U+8DC4	11
4831	蚶	U+86B6	11
4832	蛄	U+86C4	11
4833	蛎	U+86CE	11
4834	蛆	U+86C6	11
4835	蚰	U+86B0	11
4836	蛊	U+86CA	11
4837	圉	U+5709	11
4838	蚱	U+86B1	11
4839	蛉	U+86C9	11
4840	蛏	U+86CF	11
4841	蚴	U+86B4	11
4842	啁	U+5541	11
4843	啕	U+5555	11
4844	唿	U+553F	11
4845	啐	U+5550	11
4846	唼	U+553C	11
4847	唷	U+5537	11
4848	啖	U+5556	11
4849	啵	U+5575	11
4850	啶	U+5576	11
4851	啷	U+5577	11
4852	唳	U+5533	11
4853	唰	U+5530	11
4854	啜	U+555C	11
4855	帻	U+5E3B	11
4856	崚	U+5D1A	11
4857	崦	U+5D26	11
4858	帼	U+5E3C	11
4859	崮	U+5D2E	11
4860	崤	U+5D24	11
4861	崆	U+5D06	11
4862	赇	U+8D47	11
4863	赈	U+8D48	11
4864	赊	U+8D4A	11
4865	铑	U+94D1	11
4866	铒	U+94D2	11
4867	铗	U+94D7	11
4868	铙	U+94D9	11
4869	铟	U+94DF	11
4870	铠	U+94E0	11
4871	铡	U+94E1	11
4872	铢	U+94E2	11
4873	铣	U+94E3	11
4874	铤	U+94E4	11
4875	铧	U+94E7	11
4876	铨	U+94E8	11
4877	铩	U+94E9	11
4878	铪	U+94EA	11
4879	铫	U+94EB	11
4880	铬	U+94EC	11
4881	铮	U+94EE	11
4882	铯	U+94EF	11
4883	铰	U+94F0	11
4884	铱	U+94F1	11
4885	铳	U+94F3	11
4886	铵	U+94F5	11
4887	铷	U+94F7	11
4888	氪	U+6C2A	11
4889	牾	U+727E	11
4890	鸹	U+9E39	11
4891	秾	U+79FE	11
4892	逶	U+9036	11
4893	笺	U+7B3A	11
4894	筇	U+7B47	11
4895	笸	U+7B38	11
4896	笪	U+7B2A	11
4897	笮	U+7B2E	11
4898	笠	U+7B20	11
4899	笥	U+7B25	11
4900	笤	U+7B24	11
4901	笳	U+7B33	11
4902	笾	U+7B3E	11
4903	笞	U+7B1E	11
4904	偾	U+507E	11
4905	偃	U+5043	11
4906	偕	U+5055	11
4907	偈	U+5048	11
4908	傀	U+5080	11
4909	偬	U+506C	11
4910	偻	U+507B	11
4911	皑	U+7691	11
4912	皎	U+768E	11
4913	鸻	U+9E3B	11
4914	徜	U+5F9C	11
4915	舸	U+8238	11
4916	舻	U+823B	11
4917	舴	U+8234	11
4918	舷	U+8237	11
4919	龛	U+9F9B	11
4920	翎	U+7FCE	11
4921	脬	U+812C	11
4922	脘	U+8118	11
4923	脲	U+8132	11
4924	匐	U+5310	11
4925	猗	U+7317	11
4926	猡	U+7321	11
4927	猞	U+731E	11
4928	猝	U+731D	11
4929	斛	U+659B	11
4930	猕	U+7315	11
4931	馗	U+9997	11
4932	馃	U+9983	11
4933	馄	U+9984	11
4934	鸾	U+9E3E	11
4935	孰	U+5B70	11
4936	庹	U+5EB9	11
4937	庾	U+5EBE	11
4938	痔	U+75D4	11
4939	痍	U+75CD	11
4940	疵	U+75B5	11
4941	翊	U+7FCA	11
4942	旌	U+65CC	11
4943	旎	U+65CE	11
4944	袤	U+88A4	11
4945	阇	U+9607	11
4946	阈	U+9608	11
4947	阉	U+9609	11
4948	阊	U+960A	11
4949	阋	U+960B	11
4950	阍	U+960D	11
4951	阏	U+960F	11
4952	羟	U+7F9F	11
4953	粝	U+7C9D	11
4954	粕	U+7C95	11
4955	敝	U+655D	11
4956	焐	U+7110	11
4957	烯	U+70EF	11
4958	焓	U+7113	11
4959	烽	U+70FD	11
4960	焖	U+7116	11
4961	烷	U+70F7	11
4962	焗	U+7117	11
4963	渍	U+6E0D	11
4964	渚	U+6E1A	11
4965	淇	U+6DC7	11
4966	淅	U+6DC5	11
4967	淞	U+6DDE	11
4968	渎	U+6E0E	11
4969	涿	U+6DBF	11
4970	淖	U+6DD6	11
4971	挲	U+6332	11
4972	淠	U+6DE0	11
4973	涸	U+6DB8	11
4974	渑	U+6E11	11
4975	淦	U+6DE6	11
4976	淝	U+6DDD	11
4977	淬	U+6DEC	11
4978	涪	U+6DAA	11
4979	淙	U+6DD9	11
4980	涫	U+6DAB	11
4981	渌	U+6E0C	11
4982	淄	U+6DC4	11
4983	惬	U+60EC	11
4984	悻	U+60BB	11
4985	悱	U+60B1	11
4986	惝	U+60DD	11
4987	惘	U+60D8	11
4988	悸	U+60B8	11
4989	惆	U+60C6	11
4990	惚	U+60DA	11
4991	惇	U+60C7	11
4992	惮	U+60EE	11
4993	窕	U+7A95	11
4994	谌	U+8C0C	11
4995	谏	U+8C0F	11
4996	扈	U+6248	11
4997	皲	U+76B2	11
4998	谑	U+8C11	11
4999	裆	U+88C6	11
5000	袷	U+88B7	11
5001	裉	U+88C9	11
5002	谒	U+8C12	11
5003	谔	U+8C14	11
5004	谕	U+8C15	11
5005	谖	U+8C16	11
5006	谗	U+8C17	11
5007	谙	U+8C19	11
5008	谛	U+8C1B	11
5009	谝	U+8C1D	11
5010	逯	U+902F	11
5011	郿	U+90FF	11
5012	隈	U+9688	11
5013	粜	U+7C9C	11
5014	隍	U+968D	11
5015	隗	U+9697	11
5016	婧	U+5A67	11
5017	婊	U+5A4A	11
5018	婕	U+5A55	11
5019	娼	U+5A3C	11
5020	婢	U+5A62	11
5021	婵	U+5A75	11
5022	胬	U+80EC	11
5023	袈	U+8888	11
5024	翌	U+7FCC	11
5025	恿	U+607F	11
5026	欸	U+6B38	11
5027	绫	U+7EEB	11
5028	骐	U+9A90	11
5029	绮	U+7EEE	11
5030	绯	U+7EEF	11
5031	绱	U+7EF1	11
5032	骒	U+9A92	11
5033	绲	U+7EF2	11
5034	骓	U+9A93	11
5035	绶	U+7EF6	11
5036	绺	U+7EFA	11
5037	绻	U+7EFB	11
5038	绾	U+7EFE	11
5039	骖	U+9A96	11
5040	缁	U+7F01	11
5041	耠	U+8020	12
5042	琫	U+742B	12
5043	琵	U+7435	12
5044	琶	U+7436	12
5045	琪	U+742A	12
5046	瑛	U+745B	12
5047	琦	U+7426	12
5048	琥	U+7425	12
5049	琨	U+7428	12
5050	靓	U+9753	12
5051	琰	U+7430	12
5052	琮	U+742E	12
5053	琯	U+742F	12
5054	琬	U+742C	12
5055	琛	U+741B	12
5056	琚	U+741A	12
5057	辇	U+8F87	12
5058	鼋	U+9F0B	12
5059	揳	U+63F3	12
5060	堞	U+581E	12
5061	搽	U+643D	12
5062	揸	U+63F8	12
5063	揠	U+63E0	12
5064	堙	U+5819	12
5065	趄	U+8D84	12
5066	揖	U+63D6	12
5067	颉	U+9889	12
5068	塄	U+5844	12
5069	揿	U+63FF	12
5070	耋	U+800B	12
5071	揄	U+63C4	12
5072	蛩	U+86E9	12
5073	蛰	U+86F0	12
5074	塆	U+5846	12
5075	摒	U+6452	12
5076	揆	U+63C6	12
5077	掾	U+63BE	12
5078	聒	U+8052	12
5079	葑	U+8451	12
5080	葚	U+845A	12
5081	靰	U+9770	12
5082	靸	U+9778	12
5083	葳	U+8473	12
5084	葺	U+847A	12
5085	葸	U+8478	12
5086	萼	U+843C	12
5087	葆	U+8446	12
5088	葩	U+8469	12
5089	葶	U+8476	12
5090	蒌	U+848C	12
5091	萱	U+8431	12
5092	戟	U+621F	12
5093	葭	U+846D	12
5094	楮	U+696E	12
5095	棼	U+68FC	12
5096	椟	U+691F	12
5097	棹	U+68F9	12
5098	椤	U+6924	12
5099	棰	U+68F0	12
5100	赍	U+8D4D	12
5101	椋	U+690B	12
5102	椁	U+6901	12
5103	椪	U+692A	12
5104	棣	U+68E3	12
5105	椐	U+6910	12
5106	鹁	U+9E41	12
5107	覃	U+8983	12
5108	酤	U+9164	12
5109	酢	U+9162	12
5110	酡	U+9161	12
5111	鹂	U+9E42	12
5112	厥	U+53A5	12
5113	殚	U+6B9A	12
5114	殛	U+6B9B	12
5115	雯	U+96EF	12
5116	雱	U+96F1	12
5117	辊	U+8F8A	12
5118	辋	U+8F8B	12
5119	椠	U+6920	12
5120	辍	U+8F8D	12
5121	辎	U+8F8E	12
5122	斐	U+6590	12
5123	睄	U+7744	12
5124	睑	U+7751	12
5125	睇	U+7747	12
5126	睃	U+7743	12
5127	戢	U+6222	12
5128	喋	U+558B	12
5129	嗒	U+55D2	12
5130	喃	U+5583	12
5131	喱	U+55B1	12
5132	喹	U+55B9	12
5133	晷	U+6677	12
5134	喈	U+5588	12
5135	跖	U+8DD6	12
5136	跗	U+8DD7	12
5137	跞	U+8DDE	12
5138	跚	U+8DDA	12
5139	跎	U+8DCE	12
5140	跏	U+8DCF	12
5141	跆	U+8DC6	12
5142	蛱	U+86F1	12
5143	蛲	U+86F2	12
5144	蛭	U+86ED	12
5145	蛳	U+86F3	12
5146	蛐	U+86D0	12
5147	蛔	U+86D4	12
5148	蛞	U+86DE	12
5149	蛴	U+86F4	12
5150	蛟	U+86DF	12
5151	蛘	U+86D8	12
5152	喁	U+5581	12
5153	喟	U+559F	12
5154	啾	U+557E	12
5155	嗖	U+55D6	12
5156	喑	U+5591	12
5157	嗟	U+55DF	12
5158	喽	U+55BD	12
5159	嗞	U+55DE	12
5160	喀	U+5580	12
5161	喔	U+5594	12
5162	喙	U+5599	12
5163	嵘	U+5D58	12
5164	嵖	U+5D56	12
5165	崴	U+5D34	12
5166	遄	U+9044	12
5167	詈	U+8A48	12
5168	嵎	U+5D4E	12
5169	崽	U+5D3D	12
5170	嵬	U+5D6C	12
5171	嵛	U+5D5B	12
5172	嵯	U+5D6F	12
5173	嵝	U+5D5D	12
5174	嵫	U+5D6B	12
5175	幄	U+5E44	12
5176	嵋	U+5D4B	12
5177	赕	U+8D55	12
5178	铻	U+94FB	12
5179	铼	U+94FC	12
5180	铿	U+94FF	12
5181	锃	U+9503	12
5182	锂	U+9502	12
5183	锆	U+9506	12
5184	锇	U+9507	12
5185	锉	U+9509	12
5186	锏	U+950F	12
5187	锑	U+9511	12
5188	锒	U+9512	12
5189	锔	U+9514	12
5190	锕	U+9515	12
5191	掣	U+63A3	12
5192	矬	U+77EC	12
5193	氰	U+6C30	12
5194	毳	U+6BF3	12
5195	毽	U+6BFD	12
5196	犊	U+728A	12
5197	犄	U+7284	12
5198	犋	U+728B	12
5199	鹄	U+9E44	12
5200	犍	U+728D	12
5201	嵇	U+5D47	12
5202	黍	U+9ECD	12
5203	稃	U+7A03	12
5204	稂	U+7A02	12
5205	筚	U+7B5A	12
5206	筵	U+7B75	12
5207	筌	U+7B4C	12
5208	傣	U+50A3	12
5209	傈	U+5088	12
5210	舄	U+8204	12
5211	牍	U+724D	12
5212	傥	U+50A5	12
5213	傧	U+50A7	12
5214	遑	U+9051	12
5215	傩	U+50A9	12
5216	遁	U+9041	12
5217	徨	U+5FA8	12
5218	媭	U+5AAD	12
5219	畲	U+7572	12
5220	弑	U+5F11	12
5221	颌	U+988C	12
5222	翕	U+7FD5	12
5223	釉	U+91C9	12
5224	鹆	U+9E46	12
5225	舜	U+821C	12
5226	貂	U+8C82	12
5227	腈	U+8148	12
5228	腌	U+814C	12
5229	腓	U+8153	12
5230	腆	U+8146	12
5231	腴	U+8174	12
5232	腑	U+8151	12
5233	腚	U+815A	12
5234	腱	U+8171	12
5235	鱿	U+9C7F	12
5236	鲀	U+9C80	12
5237	鲂	U+9C82	12
5238	颍	U+988D	12
5239	猢	U+7322	12
5240	猹	U+7339	12
5241	猥	U+7325	12
5242	飓	U+98D3	12
5243	觞	U+89DE	12
5244	觚	U+89DA	12
5245	猱	U+7331	12
5246	颎	U+988E	12
5247	飧	U+98E7	12
5248	馇	U+9987	12
5249	馊	U+998A	12
5250	亵	U+4EB5	12
5251	脔	U+8114	12
5252	裒	U+88D2	12
5253	痣	U+75E3	12
5254	痨	U+75E8	12
5255	痦	U+75E6	12
5256	痞	U+75DE	12
5257	痤	U+75E4	12
5258	痫	U+75EB	12
5259	痧	U+75E7	12
5260	赓	U+8D53	12
5261	竦	U+7AE6	12
5262	瓿	U+74FF	12
5263	啻	U+557B	12
5264	颏	U+988F	12
5265	鹇	U+9E47	12
5266	阑	U+9611	12
5267	阒	U+9612	12
5268	阕	U+9615	12
5269	粞	U+7C9E	12
5270	遒	U+9052	12
5271	孳	U+5B73	12
5272	焯	U+712F	12
5273	焜	U+711C	12
5274	焙	U+7119	12
5275	焱	U+7131	12
5276	鹈	U+9E48	12
5277	湛	U+6E5B	12
5278	渫	U+6E2B	12
5279	湮	U+6E6E	12
5280	湎	U+6E4E	12
5281	湜	U+6E5C	12
5282	渭	U+6E2D	12
5283	湍	U+6E4D	12
5284	湫	U+6E6B	12
5285	溲	U+6EB2	12
5286	湟	U+6E5F	12
5287	溆	U+6E86	12
5288	湲	U+6E72	12
5289	湔	U+6E54	12
5290	湉	U+6E49	12
5291	渥	U+6E25	12
5292	湄	U+6E44	12
5293	滁	U+6EC1	12
5294	愠	U+6120	12
5295	惺	U+60FA	12
5296	愦	U+6126	12
5297	惴	U+60F4	12
5298	愀	U+6100	12
5299	愎	U+610E	12
5300	愔	U+6114	12
5301	喾	U+55BE	12
5302	寐	U+5BD0	12
5303	谟	U+8C1F	12
5304	扉	U+6249	12
5305	裢	U+88E2	12
5306	裎	U+88CE	12
5307	裥	U+88E5	12
5308	祾	U+797E	12
5309	祺	U+797A	12
5310	谠	U+8C20	12
5311	幂	U+5E42	12
5312	谡	U+8C21	12
5313	谥	U+8C25	12
5314	谧	U+8C27	12
5315	遐	U+9050	12
5316	孱	U+5B71	12
5317	弼	U+5F3C	12
5318	巽	U+5DFD	12
5319	骘	U+9A98	12
5320	媪	U+5AAA	12
5321	媛	U+5A9B	12
5322	婷	U+5A77	12
5323	巯	U+5DEF	12
5324	翚	U+7FDA	12
5325	皴	U+76B4	12
5326	婺	U+5A7A	12
5327	骛	U+9A9B	12
5328	缂	U+7F02	12
5329	缃	U+7F03	12
5330	缄	U+7F04	12
5331	彘	U+5F58	12
5332	缇	U+7F07	12
5333	缈	U+7F08	12
5334	缌	U+7F0C	12
5335	缑	U+7F11	12
5336	缒	U+7F12	12
5337	缗	U+7F17	12
5338	飨	U+98E8	12
5339	耢	U+8022	13
5340	瑚	U+745A	13
5341	瑁	U+7441	13
5342	瑜	U+745C	13
5343	瑗	U+7457	13
5344	瑄	U+7444	13
5345	瑕	U+7455	13
5346	遨	U+9068	13
5347	骜	U+9A9C	13
5348	韫	U+97EB	13
5349	髡	U+9AE1	13
5350	塬	U+586C	13
5351	鄢	U+9122	13
5352	趔	U+8D94	13
5353	趑	U+8D91	13
5354	摅	U+6445	13
5355	摁	U+6441	13
5356	蜇	U+8707	13
5357	搋	U+640B	13
5358	搪	U+642A	13
5359	搐	U+6410	13
5360	搛	U+641B	13
5361	搠	U+6420	13
5362	摈	U+6448	13
5363	彀	U+5F40	13
5364	毂	U+6BC2	13
5365	搦	U+6426	13
5366	搡	U+6421	13
5367	蓁	U+84C1	13
5368	戡	U+6221	13
5369	蓍	U+84CD	13
5370	鄞	U+911E	13
5371	靳	U+9773	13
5372	蓐	U+84D0	13
5373	蓦	U+84E6	13
5374	鹋	U+9E4B	13
5375	蒽	U+84BD	13
5376	蓓	U+84D3	13
5377	蓖	U+84D6	13
5378	蓊	U+84CA	13
5379	蒯	U+84AF	13
5380	蓟	U+84DF	13
5381	蓑	U+84D1	13
5382	蒿	U+84BF	13
5383	蒺	U+84BA	13
5384	蓠	U+84E0	13
5385	蒟	U+849F	13
5386	蒡	U+84A1	13
5387	蒹	U+84B9	13
5388	蒴	U+84B4	13
5389	蒗	U+8497	13
5390	蓥	U+84E5	13
5391	颐	U+9890	13
5392	楔	U+6954	13
5393	楠	U+6960	13
5394	楂	U+6942	13
5395	楝	U+695D	13
5396	楫	U+696B	13
5397	楸	U+6978	13
5398	椴	U+6934	13
5399	槌	U+69CC	13
5400	楯	U+696F	13
5401	皙	U+7699	13
5402	榈	U+6988	13
5403	槎	U+69CE	13
5404	榉	U+6989	13
5405	楦	U+6966	13
5406	楣	U+6963	13
5407	楹	U+6979	13
5408	椽	U+693D	13
5409	裘	U+88D8	13
5410	剽	U+527D	13
5411	甄	U+7504	13
5412	酮	U+916E	13
5413	酰	U+9170	13
5414	酯	U+916F	13
5415	酩	U+9169	13
5416	蜃	U+8703	13
5417	碛	U+789B	13
5418	碓	U+7893	13
5419	硼	U+787C	13
5420	碉	U+7889	13
5421	碚	U+789A	13
5422	碇	U+7887	13
5423	碜	U+789C	13
5424	鹌	U+9E4C	13
5425	辏	U+8F8F	13
5426	龃	U+9F83	13
5427	龅	U+9F85	13
5428	訾	U+8A3E	13
5429	粲	U+7CB2	13
5430	虞	U+865E	13
5431	睚	U+775A	13
5432	嗪	U+55EA	13
5433	韪	U+97EA	13
5434	嗷	U+55F7	13
5435	嗉	U+55C9	13
5436	睨	U+7768	13
5437	睢	U+7762	13
5438	雎	U+96CE	13
5439	睥	U+7765	13
5440	嘟	U+561F	13
5441	嗑	U+55D1	13
5442	嗫	U+55EB	13
5443	嗬	U+55EC	13
5444	嗔	U+55D4	13
5445	嗝	U+55DD	13
5446	戥	U+6225	13
5447	嗄	U+55C4	13
5448	煦	U+7166	13
5449	暄	U+6684	13
5450	遢	U+9062	13
5451	暌	U+668C	13
5452	跬	U+8DEC	13
5453	跶	U+8DF6	13
5454	跸	U+8DF8	13
5455	跐	U+8DD0	13
5456	跣	U+8DE3	13
5457	跹	U+8DF9	13
5458	跻	U+8DFB	13
5459	蛸	U+86F8	13
5460	蜊	U+870A	13
5461	蜍	U+870D	13
5462	蜉	U+8709	13
5463	蜣	U+8723	13
5464	畹	U+7579	13
5465	蛹	U+86F9	13
5466	嗣	U+55E3	13
5467	嗯	U+55EF	13
5468	嗥	U+55E5	13
5469	嗲	U+55F2	13
5470	嗳	U+55F3	13
5471	嗌	U+55CC	13
5472	嗍	U+55CD	13
5473	嗨	U+55E8	13
5474	嗐	U+55D0	13
5475	嗤	U+55E4	13
5476	嗵	U+55F5	13
5477	罨	U+7F68	13
5478	嵊	U+5D4A	13
5479	嵩	U+5D69	13
5480	嵴	U+5D74	13
5481	骰	U+9AB0	13
5482	锗	U+9517	13
5483	锛	U+951B	13
5484	锜	U+951C	13
5485	锝	U+951D	13
5486	锞	U+951E	13
5487	锟	U+951F	13
5488	锢	U+9522	13
5489	锨	U+9528	13
5490	锩	U+9529	13
5491	锭	U+952D	13
5492	锱	U+9531	13
5493	雉	U+96C9	13
5494	氲	U+6C32	13
5495	犏	U+728F	13
5496	歃	U+6B43	13
5497	稞	U+7A1E	13
5498	稗	U+7A17	13
5499	稔	U+7A14	13
5500	筠	U+7B60	13
5501	筢	U+7B62	13
5502	筮	U+7B6E	13
5503	筲	U+7B72	13
5504	筱	U+7B71	13
5505	牒	U+7252	13
5506	煲	U+7172	13
5507	敫	U+656B	13
5508	徭	U+5FAD	13
5509	愆	U+6106	13
5510	艄	U+8244	13
5511	觎	U+89CE	13
5512	毹	U+6BF9	13
5513	貊	U+8C8A	13
5514	貅	U+8C85	13
5515	貉	U+8C89	13
5516	颔	U+9894	13
5517	腠	U+8160	13
5518	腩	U+8169	13
